"sys_loadingid","sys_cdc","sys_checksum","kundeid","vereinspartnerid","vorname","name","geschlecht","geburtsdatum","telefon","mobil","email","kreditkarte","gueltigbis","kkfirma"
3,C,0xa8f0f92eb017d0f8e887c720cd6767cf3f138d42cd9befe709464fa049aa242d,"252",Morgenstern,Sieghart,Thönnes,,1969-06-02,"06564/68593845",,sieghartthoennes@open-mail.none,"0000 3751 0700 2400","07/13",Mastercard
3,C,0x4679eb20ad366247e5ca7c29e34a3e7bd6d297ba403ab3dce7d0d794f64ed537,"265",Morgenstern,Dagobert,Stucke,m,1986-08-25,"06435/1608303",,dagobert.stucke@inter-mail.none,"0000 1728 0672 5700","06/19",Mastercard
3,C,0xc822744fcb0a07cda1084b53fa71da0534e212ec13617d524718aa865069eaa8,"268",WochenendGLück,Adeltraut,Heinisch,w,2005-03-29,"02984/16310999","0157/6154914",adeltraut-heinisch@lovemail.none,"0000 2868 0900 0000","07/86",Mastercard
3,C,0x6283e45a596d4a8e0e72aa8e1bfc1792d01feaf936baf9d0be2ffb0c3f4d6555,"278",Morgenstern,Willmar,Goeke,,1999-01-30,"030/21998343","0159/4854445",willmar.goeke@anymail.none,"0000 4075 0500 0000","09/00",Mastercard
3,C,0x5a87c57e1e39a2b7853137d62842774d1a033536d77bd3826d74d332afc86b29,"28",Morgenstern,Carola,Ostermeier,w,1905-10-07,"06551/50428822","0171/3461070",c-ostermeier@justmail.none,"0000 7968 4522 9000","07/93",Mastercard
3,C,0x083014e880fb2d9930ca1420733fb23eca9b3e07d921811add839e7a3ca9eade,"282",,Ira,Harmon,,1902-03-08,"0234/7063961","0169/2362650",ira-harmon@lovemail.none,"0000 9060 2500 1000","11/13",American Express
3,C,0x35ff8edffc8c828dae39851b451d641616d3f663f128aebf0d00060f8be2f650,"291",Morgenstern,Noel,Sprick,m,1934-01-18,"06047/18166244","0162/5786957",noel_sprick@retromail.none,"0000 1051 8500 7900","09/06",Mastercard
3,C,0x56fd354816a3db50d52f4ae9bc23fd06f9a6164028778e8e61e7641ecba60b4f,"301",Morgenstern,Theodeline,Böhlke,w,1981-08-07,,,theodeline81@mymail.none,"0605 9200 0131 0597","10/16",Mastercard
3,C,0xe01f3a9e361789dae3a36133efe2e2bdbe5d126838a8084fb5800b1b57b1f221,"306",Druff1848,Kassandra,Lüneburg,d,2010-11-13,"05923/73379841","0169/6906294",kassandra.lueneburg@lovemail.none,"4922 0000 0374 9970","05/17",VISA
3,C,0xd47b38654209cf98086286c440fda655f28aa4e2a57a2370774a1d9bc7a676be,"31",Morgenstern,Reinhold,Baisch,m,1960-08-04,,"0159/9950654",rbaisch@retromail.none,"0000 0779 3530 9000","07/18",Mastercard
3,C,0x1269a758fea66b12979e4ed1612e465364f44d29df8a33f2fd28caadf8d0b563,"314",Morgenstern,Amelie,Riede,w,2004-08-26,,,amelieriede@open-mail.none,"1500 0000 0350 4480","04/18",VISA
3,C,0x6496da0934337d09585aa583473ee3d8a25df48834b466b12de429ed24726a30,"323",,Simpert,Höing,d,1998-10-21,"07195/1739328",,simpert.hoeing@lovemail.none,"0961 2400 0292 2672","09/01",VISA
3,C,0x89a080315fd65845f3c6bfea684729dcf2e3879e3cbf49994be3534dc452f347,"326",,Herwald,Wetzig,m,1969-04-12,"07171/98503941","0158/5685992",h.wetzig@lovemail.none,"0400 2800 0808 0412","04/03",VISA
3,C,0xbce4c2f7245ded457aad144c57f3ca2b3ca4bbbc0522ef347170eadfb38a387c,"327",Morgenstern,Thankmar,Gomez,m,1960-01-31,"06202/79379640","0160/7340250",thankmar-1960@company.none,"6500 1000 0326 5380","06/13",Mastercard
3,C,0x98497c2cc93990f46fa1caa043ce26a4c3b5b6713a2ee3dff9977f4e8342d137,"40",,Heideliese,Reifenrath,w,1952-09-01,"0671/57677112","0158/1393829",hreifenrath@lovemail.none,"0000 4183 0505 0500","08/20",Mastercard
3,C,0x7173496412d03ee624ea7e242a353bbb5e622763cae36fe029d021e4eae65cbe,"44",Morgenstern,Ewalda,Carmen,w,1945-10-10,,"0177/9629711",ewaldacarmen@spam-mail.none,"0000 8567 0700 2400","10/03",Mastercard
3,C,0x9bc574bf2e8d7d6d8341e9b78ceefd5b03759dfa5b42ae5798468413c965b44c,"5",Morgenstern,Pankratius,Eichberger,m,1973-12-01,,"0167/3312963",pankratius.eichberger@open-mail.none,"0000 2350 9612 0600","11/16",American Express
3,C,0xaa7884ef21001f66e480e288681ce9ea7b460cda656b1513f4b6e052c6d886b2,"57",Morgenstern,Otfried,Hopf,d,1925-06-05,"02692/94777741","0175/4106280",o1925@web.none,"0000 6228 0698 7800","07/18",Mastercard
3,C,0x247f400db8982e25b9ae2243acf923a888cc312c61950e6ed137cb4df681283e,"64",VolleRose,Reni,Eppler,,1903-04-29,"0203/66929082","0175/3210841",reni_epp@kitty.none,"0000 0955 0912 0000","06/10",Mastercard
3,C,0xc4e35dafa16f68bc955800ebb91609c86c568b63aa484dabe74c493f2f1f8c43,"83",Morgenstern,Diethart,Detlefsen,m,1907-02-13,"0228/39047774","0171/7845678",diethart-07@retromail.none,"0000 1787 0540 0000","11/12",American Express
3,C,0xd02df62c2a79402aa569fae4915fa907e84294825977382a0918d6cb08f0eaf3,"96",Morgenstern,Rotraud,Steimle,w,1914-05-02,"02402/49777479","0152/6733217",rotraud_steimle@lovemail.none,"0000 0210 0700 2400","06/03",Mastercard
