"sys_loadingid","sys_cdc","sys_checksum","lieferadrid","kundeid","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0x5e4a8cb85ebeedfe80912ccd6dfc15581878433b9c03a5ba6501c7a26f57fbef,425,"185",Zum Thiesenhof,"19",,"47249",Duisburg,
1,I,0xd51fc6c7556f7a55362e02cd2e43413b06de63384e129617282d2fa47fed6426,415,"147",Schraberg,"124c",,"67271",Neuleiningen,
1,I,0x1b971db42c4b3aab3adc35640eb3507c532ea407acebe977f483f780cd37206f,43,"9",Adalbertstraße,"52",,"77880",Sasbach,
1,I,0xe7c0bfc3dcd0f5a4b579fdda3dfe79b1f96fba3a3e8ff7581e894d9c12a075bb,747,"42",Erlhager Weg,"19",,"37079",Göttingen,
1,I,0x37a98a41a99ef195f3eaf33cb5836b307ed616c8948816b3e01073d18de5b598,771,"204",Aluminiumstraße,"132",,"53925",Kall,
1,I,0x93c1baff99a0656bcc8d747bf69abe96a5080deb18986aa42372c3ca7b66e39a,220,"266",Reiweg,"37",,"84439",Steinkirchen,
1,I,0x73622fe45fee1d0704e311b05319b9154fd8808aff3f79e6e94e05b57e11c42c,482,"23",Breiter Weg,"155",,"25596",Nienbüttel,
1,I,0xbf1025b7d47412e522ea1cbae77cfd3ab3ab0205ad134860ef294a4da93548e4,259,"20",Alfred-Döblin-Straße,"92",,"29462",Wustrow,
1,I,0xcffe187584c46a193467eb6cab87b7905c4ae5608bd96db93c48429d02c6bd08,573,"58",Oranienstraße,"60",,"54634",Bitburg,
1,I,0x292a27aa4bbef3153db2662dae622e43258fb5af97555f92e5768392e69c113a,166,"102",Am Wiesenrain,"193",,"48145",Münster,
1,I,0x1efa76467c5bb9d95b5418910a14a34142db68d890cdf63f9d826ed9e20a5955,731,"44",Im Steilen Stück,"130",,"66500",Hornbach,
1,I,0xd561e8cb79bd34ffdbcf19c17a7bca8f92dc1744da9964dc228af6b79ebe1909,522,"204",Am Nörrenpfad,"186",,"61350",Bad Homburg vor der Höhe,
1,I,0x56c146a2ef0cd7772b597f0e9d12de9cd2799f518f7bb9cf395501a019bc67d2,291,"27",Lüttelforster Straße,"123",,"38473",Tiddische,
1,I,0x36f72c295abd40594019f103bd9ba0a177952f84d31bd374da5a62f758899b44,423,"118",Am Brook,"153",,"44339",Dortmund,
1,I,0x0cd8362bf3958bff5c7e582f8009d2adaf8006e54501a57b065bf76dff8d38b5,746,"224",Speichstraße,"99",,"24159",Kiel,
1,I,0x6d14ac8b4ee993526588012018787eed9411afefb7fcedd5d99239f62e9edb7a,645,"292",Kleine Hohl,"174",,"57614",Borod,
1,I,0xbc84aa023ebc656354ebfe47b80d5d40803021ac3f0a5a377de9b506191501fb,431,"101",Kurstraße,"137",,"23815",Strukdorf,
1,I,0x7050a18fdf5600a13e6200191df63cd04a9c82e63ea87692e5fecf33b2630137,3,"260",Schlesierweg,"180",,"39264",Jütrichau,
1,I,0xd8aff6f31fd4b4ffec1d012b792383d9ce844a6843e1c4ea65d86a476348e4f8,597,"152",Am Ringofen,"189",,"74385",Pleidelsheim,
1,I,0xfdea6c4f2fde1b743fe009f161f4af4d64c8e81391306a9d865387b36989e68f,201,"193",Grabbestraße,"98",,"33335",Gütersloh,
1,I,0x8329600e167488f7f9f058ae72d2a3421de87bb3760472ca467c87b700272f01,61,"246",Rother Berg,"165",,"86441",Zusmarshausen,
1,I,0xc5dc08e911a37a647582c5b7ba8b6562b1d4f5196a0ce83f0e0d6caaaafe97e3,797,"151",An Sankt Wolfgang,"145",,"98693",Heyda,
1,I,0x0a8f7bc2c2007373298556f83ef0d1fc7d2103a583e8f86214f4c22c71091cd8,176,"272",Rundweg,"5",,"86633",Neuburg an der Donau,
1,I,0xe50691e49bd8470b610e279fffa60e5a1f67cebfb77e454a503796cb7e504b1a,87,"98",Dresdner Straße,"32 a",,"56357",Welterod,
1,I,0xa0a76d6d58daef88aee73d17e4f8ecac5ee77e7152d7aad2f5902c84a7788c48,388,"123",Richard-Sprick-Weg,"85",,"54456",Onsdorf,
1,I,0x2e44238bc83526fd09b8c71e1ba49dfeeee018de191f13d67a13d329607efe92,169,"111",Langenhahner Straße,"151c",,"56651",Oberzissen,
1,I,0x70a0589d048ef82ee755e62e496734d9a6fdf006fddaef3d8d352af020beeaf1,14,"179",In der Obermark,"117",,"57610",Bachenberg,
1,I,0x6414c58c6c22b496ea3511f5d59228476303f9d95a8e1d9d2ee3e0a546e42362,598,"147",Frankfurter Straße,"71",,"71334",Waiblingen,
1,I,0x889cc9fc12ad7a2ac2fcc3ef77f48b5a22c4cec63e6116ae84473ba02a1e64f4,344,"134",Hölderlinstraße,"100",,"63579",Freigericht,
1,I,0xf855cf383108d68b2e94e603c0851b4ee2c7399ee38ea183371c63b60bba21cb,476,"78",Anemonenweg,"149",,"54298",Aach,
1,I,0x9d8948c2e0471a0f6452cb1d25ae9aed1d31027cfc2300989d753608250552fb,776,"24",Stannmauer,"62",,"92237",Sulzbach-Rosenberg,
1,I,0x172a2361fd1d76f12e158df6945d163da69ce95eba4556ce53a1ced9abca5523,472,"81",Rote Kaulen,"10",,"55758",Weiden,
1,I,0x5f0775aa691bd12df64f5d689fe34b4dc73f9e697d531a7263daff35885d6ca5,649,"211",Kleinfeldstraße,"125",,"25788",Hollingstedt,
1,I,0x3bbf0680e8ca9ca42356380a53837aac8dc0d3b293c179d84e4f89c342304b01,147,"26",Gießener Straße,"91",,"53925",Kall,
1,I,0xe6892844e1d27cc808423df7433b3298753931f7d8fb2becca5e12f80c3cb7b7,634,"91",Bahndamm,"46",,"79189",Bad Krozingen,
1,I,0x09c3b423b4f4fe21fa4cc219facae14394550f53ce788119a48ee76a31bdc46e,121,"123",Matthiasstraße,"132",,"47057",Duisburg,
1,I,0x9ae58279a8c9f7321525d1564dd454bb719413c3fe328bfa87cdca29a2fa0ccd,659,"74",Rekener Straße,"179",,"83544",Albaching,
1,I,0x7d58551711f7c85209b64e550b240473b3448863181f6d9b25ca422d72aae019,210,"48",Schwerzfelder Straße,"139",,"55299",Nackenheim,
1,I,0xef97280ee47007e8e74de0b309ee976066d2908bcbf2d8bb34859c6d1950215c,787,"188",Kirchberg,"90",,"92256",Hahnbach,
1,I,0x4aca6531e4ed53a636bb2d551b558cdb60b41e68b5ba61c6c16fc883d21cf97d,716,"169",Unter Scherrlinden,"2",,"54314",Schömerich,
1,I,0x1301619410ae9d3f866c72232e5168cae41c771a39ee6e18f1dc3f69274d9d59,161,"279",Dellbrücker Straße,"118c",,"23911",Salem,
1,I,0xae54730c3b88afbeecfcfb2ce89c2eedb6a0cd2ae36104f2393fdf0ffe57a020,157,"271",Gorch-Fock-Weg,"162",,"9405",Zschopau,
1,I,0x52b896645fd977a8d2c4934a2ce5249b908be75713eb949fbc397b1f82f88ed1,584,"103",Langestraße,"188",,"13347",Wedding,
1,I,0x8153cf01496c28bf1cd45d290e6f5634162a0c5fe5a261c07830653757383bea,154,"17",Müsener Straße,"45",,"56841",Traben-Trarbach,
1,I,0x4839bc73e04fa8b8ac2fd93b127c9f899f9f9c9aa6fee08fbb620ad93f21aae9,35,"187",Franz-Sellhorst-Straße,"34",,"84307",Eggenfelden,
1,I,0x44746ad31831e4fa1a6b1a3762185ddeba369fd89f2add69b23f4b1bd89e0282,602,"164",Wacholderstraße,"56",,"24848",Klein Rheide,
1,I,0x9782391ed9ab6e5505c92e5008a1f25c254c1484d0310cedbf2f899847fb0bf6,657,"19",Kolumbusstraße,"155",,"54426",Malborn,
1,I,0x93be4a8bc0ba97a5b00eb711cee965d9880c826c9981e31f991d5052847fd243,503,"77",Dieke,"78",,"63654",Büdingen,
1,I,0x2c7e50b0fc1aeed592649c1568b2bae1bee03152983514f154d6f8f89ae0d5c1,173,"13",Pattbergstraße,"127",,"75334",Straubenhardt,
1,I,0xf9442ca413e1718a82e68aa6679a01b66744a5caf18e9768ad8b555ae17fcd47,792,"8",Am Tannenbusch,"134",,"86447",Todtenweis,
1,I,0xb1026d9420de22bcd9a5103539522a9960926aea93659525c1ae9fa9d5d56079,375,"167",Tunnelstraße,"188",,"78662",Bösingen,
1,I,0xb4349e691a69f707682fd146ea1d4d100caf13c1ecedfa7b2d6f345774c84952,188,"69",Estern,"171",,"67582",Mettenheim,
1,I,0xc1c59ea2c47ef26ea39cc6d13adfea3944df68d1e0e20c0bcaae99804880c77b,784,"22",Friedensstraße,"81",,"86856",Hiltenfingen,
1,I,0x539a9efceee7761f0b23fbda3cceb3925d8f006eb89623386fdaf7437b6c5e9f,592,"76",Weezer Straße,"44",,"76889",Niederhorbach,
1,I,0xd58b93ad00086a7cc9a1c774eeb96f37cf90a859bd1aa6561a70b47d95236047,753,"256",Theisfloss,"57",,"63869",Heigenbrücken,
1,I,0xb7e070d08afa7e29aac9cd6074e3827a24940bc61c2e18e04b2c48addf4004c1,448,"63",Abteistraße,"134",,"14469",Potsdam,
1,I,0x6f8903d3665ecca42b59d3314e6e2eb3fa01dfdf00b772c9bc736f28555abd2e,491,"137",St.-Martin-Straße,"19",,"67294",Oberwiesen,
1,I,0x6d0c11eb1d2b853ec94017d2e97235ff6a7bbf901934c3d47755bdb16fc5a6d5,757,"67",Dillweg,"198",,"87497",Wertach,
1,I,0xcb91f6287e9a6488415b4183e684c271beae57dd863bccc8e240b027f8c17957,306,"74",Schlesische Straße,"75 c",,"57612",Heupelzen,
1,I,0x06dd25f0fdf61a304f71d31967e9a65b094194179ef2a86e2ea2146a8156f532,783,"128",Ebbinghook,"47",,"47877",Willich,
1,I,0x652c457bbc6acbceddb0a031c3f2da42b4c601b92540f23d2d91fe193d9087b5,773,"76",Auf den Middeln,"7",,"88422",Alleshausen,
1,I,0xecaa85559d8d94a59bead56e4c480e180f4f3ca723637f2e88a864d094ad2f79,527,"234",Graf-Trips-Straße,"56",,"42103",Wuppertal,
1,I,0xcb63a074263b71c6f255ac91dac617d85144674d166161bf38321e7008b7f8ba,345,"194",Enzianstraße,"47",,"38176",Wendeburg,
1,I,0x747ff85a599550ab4f9da085dcc38498ccb03e9fc790498e81d5a292161a8668,436,"126",Schützenallee,"59",,"54426",Büdlich,
1,I,0xed62bafee73f53c96e27dfb3902e8ca75e983f46c5682af0ae7c50d81a1f8c45,308,"22",Elzstraße,"152",,"67808",Würzweiler,
1,I,0x999aed671a0ddaf77c35029e11be1ca7bc674dbf0c8406e30a0d25855429e1fe,150,"75",Wissener Straße,"145",,"38228",Salzgitter,
1,I,0x0589536b03375635a6d49cc35905158e016693d1bd45daf645d9d62478cd5ba3,420,"232",Prinzstraße,"106",,"54421",Reinsfeld,
1,I,0x0dea6c272e220d3f1e9d8feea6e05f78a70b51cf481037ede0a65e014764f747,490,"10",Im Schauinsland,"108",,"27243",Groß Ippener,
1,I,0x00c2b85cbb7eadc91eab08206eb1c7d1e292aa8757d8caac4c8d307b91dde99d,798,"251",Walther-Rathenau-Straße,"82",,"25563",Wulfsmoor,
1,I,0x8872191c79df564be8bfdc3c3f27f2b6c3e367439f375ffe5d76a2c079bdbfd7,331,"47",Ahauser Damm,"167",,"76889",Birkenhördt,
1,I,0xea7e9a07189dd1d9b5a1c57d6667b41f8983a796043fdfa69ba93a32f4601a29,63,"133",Hofbergstraße,"13",,"88636",Illmensee,
1,I,0x2552773fcc5da68f95e0dd5af00f8757de8bccaff40c3efea380b08b90206ee5,711,"164",Erasmusstraße,"45",,"56357",Ruppertshofen,
1,I,0x282d3ca98feb84b8e8c6f80986fb4db96b9ee8bd9f6f3285bea0229544de76ae,183,"224",In der Stehle,"177",,"84529",Tittmoning,
1,I,0x662bc46629c326e40770c61403bae6122c70332f5907879cb8c79cbbf3aad043,9,"289",Höhenweg,"46",nie vor 12 Uhr klingeln,"74864",Fahrenbach,
1,I,0xb4aef12af5bf0092763a771b8c703efbaf2454b3ac510dacca64aad7f6759098,445,"67",Triftweg,"52",,"25813",Husum,
1,I,0x35aee3181c7d11cb675ea4bff6651b9a2739ab8623a64bf84a1225713ed7c1ae,411,"299",Weller Straße,"171",,"76889",Schweigen-Rechtenbach,
1,I,0xe72778c3908d11e82fa9f99ed23305c5b833fabb0dad3c1f0e983af05761f50d,260,"140",Augartenstraße,"106",,"36266",Heringen,
1,I,0x1e6447e93d816ee16b14d9eef38d5108b546f067fa427e272c836dd963e5e1c8,749,"13",Zum Wingert,"37",,"23866",Nahe,
1,I,0xa3517a2c4432aa395a02dc8d1e9443d5884f53f7e8136071e63a29a942f6e6ba,118,"124",Gerichtstraße,"39 c",,"38375",Räbke,
1,I,0xcc55d1494d907ccad4f7f9b98a9fba74f81f61a8fa8517b0d9e2df64f0af538f,88,"190",Am Bahndamm,"137",,"56761",Düngenheim,
1,I,0x6180d9d90ef90e03bc20aef7d0261bc06ada5ba38f6a474a970df0c3b26194d9,272,"231",Grimmstraße,"64",,"54636",Messerich,
1,I,0x28a1f5f08fcee242d03b7f31d32f5c98480db2da0dee0896416e40427fdf94dd,130,"35",Händelstraße,"141",,"55619",Hennweiler,
1,I,0x06bea30ce40e8d5e2011d456dadf0a844b09d08ba1cc746a9c0b6451315071c6,240,"111",Kastellauner Straße,"191",,"45145",Essen,
1,I,0x36689b6fa995ec2cec425ea3588b5da8e687b914e9cd2910c012f2510353756d,223,"249",Krumme Straße,"119",,"64754",Eberbach,
1,I,0x02c615b80cb566fc99ad7111c8fa633c6361159b7120e2da328aa16101b25d2a,283,"197",Weberstraße,"189",,"60486",Frankfurt am Main,
1,I,0x1eeefa37f5fac4c9d5f6a21c35ca39fdce12bac3df0c17ec03eab502fbc284c1,772,"228",Alpener Straße,"141",,"57632",Walterschen,
1,I,0xae8963aef252c0f9e2626937339ca8a3d47a64b8dd6068a3c96bb0fbf175bb13,548,"93",Neue Bergstraße,"144",,"67281",Kirchheim an der Weinstraße,
1,I,0x6e080bbf2388038c112fc2c3a5f39069954d75f905e0a39f5f3a607c2c0e19ab,231,"165",Kiefernstraße,"23",,"38120",Braunschweig,
1,I,0xe73db5ee2f346cd9070d04953c782d32bc69879fd066244f445c950c25b76806,217,"70",Am Dorfplatz,"156",,"54675",Kruchten,
1,I,0x8a26ccd8eb9f365f3762d0cf066cf44c7a3f86410f6e9accec0e6afd2cef6710,538,"281",Heimstättenweg,"20",,"40479",Düsseldorf,
1,I,0xed287bb26ae55e10fc6c37a14123eb14efd6329694a4a2912c17e0a9a4e67666,383,"290",Am Wald,"10 b",,"27628",Wulsbüttel,
1,I,0xc026cbc600e82197fffe4c0d1d8d4cbe5567194a5fa7890ca7d93df76c8f67b4,212,"270",Wilkestraße,"112",,"65232",Taunusstein,
1,I,0xf1f0e7a06a90ae18caae5e48d2706492a5a36800692b8fb0a117c4e2fc2fcd1a,612,"253",Hochsteinsiedlung,"35",,"36129",Gersfeld,
1,I,0x98696da0b0bea6d2ae000bf1fd5707e861be0c51d21ad273abfca2e8f2efee77,328,"198",Hafenstraße,"130",,"67734",Katzweiler,
1,I,0x637664e6cad525f9f3c324b1a0a68fee537c99cdd46f441064269dc45b613483,999998,"999",Enggasse,"7",,"25588",Mehlbek,
1,I,0x0ceae0467012cfca3256078e9f07b44d6eb7ec500dcaa9d53dbf967fd7854e3d,740,"237",Joseph-Haydn-Straße,"159",,"25782",Welmbüttel,
1,I,0xd55a2a69719be23d74eaff7da094b4e078fb0c2f18a629d8c034d40fccf0086d,263,"7",Lüneburger Straße,"70",,"55413",Trechtingshausen,
1,I,0x1ad0757c4824075b6139accf36b7c804bace7430fe279b7b5de262c8315b120b,616,"113",Josefshausstraße,"9",,"55299",Nackenheim,
1,I,0x2b9e08472235a5dd4f4016310ee81c54fc38352d69dcb848932f73101a899958,615,"25",Niederbachstraße,"132",,"64404",Bickenbach,
1,I,0x1a8c6f13cec83d71c6ab47044a11770f4b8d11c549369a8e01a5c68b96435e62,144,"263",Sterkrader Straße,"127",,"84130",Dingolfing,
1,I,0x8d43567ff9175b2e3bfa055bc3defa2b60daeb6f884b1a11afc9060755a94ac8,453,"31",Mühlenend,"152",,"28759",Bremen,
1,I,0x196081251fb07868d04a8c8101e4da0cbd59ea52934d9dfd9c94854f9d5b183a,7,"118",Eichberg,"162",,"59427",Unna,
2,I,0xa1f9f1de18d34f5b853706e546b93a5b383685cf8740024ce233d285013c87bf,866,"316",Werkstraße,"129",,"78592",Egesheim,
2,I,0xfb37164e83bb82467740c2db635a0874720531776477eff2a5e1c7d7f569d848,887,"337",Dresdner Straße,"32 a",,"56357",Welterod,
2,I,0x19c4175d9e5ada7ecb6e54e6ea0e02895e273cc1a14cea83556e27ee2c529407,802,"302",Brockamp,"129",,"54558",Strohn,
2,I,0x7c4fa596eb91ba47fbebdceb4bb8e9947926b575800300bbbd5e5875d42dd09f,850,"350",Westerfelder Straße,"66",,"66386",Sankt Ingbert,
2,I,0x2050fa0dac34b2ab8861d6af7a3e603322f741e098cb8efed29fd532b9de71dd,801,"301",Klingenhagen,"39",,"67271",Kleinkarlbach,
2,I,0xd54fd3bf971d428343758284901c5be4c1ec0ca31006b435b80e3e2da9d93000,856,"306",Im Grund,"119",,"56651",Niederdürenbach,
2,I,0x11f08cbd903d615233a16450a9fcc6e2abdf0f51085657b724f3b9d4dfeec8d0,807,"307",Eichberg,"162",,"59427",Unna,
2,I,0x8a064e0377acb605904184ba92acb263ade9715243fd53b110de84326c746b45,872,"322",Oderstraße,"156",,"29413",Osterwohle,
2,I,0x4dfc11d738d930d070ea6d1ad57337e5e420fe24fd1774cba02a80e0b22dbe9f,852,"302",Deterberger Straße,"164",,"38381",Jerxheim,
2,I,0x1521a3ebf897a5817ff8feca28a3ec09cb79d9507841342b46482c76181fe287,836,"336",Helmarshäuser Straße,"27",,"66564",Ottweiler,
2,I,0xe795796a60313a955a830e051b796b5759b650df965da7c247796ace17ff4693,847,"347",Böttgerstraße,"188",,"27337",Blender,
2,I,0x5436919239fc4fc6b2e75ab6d3bcaa483317080ad35b560c3c18f6922d1156b4,910,"224",Dörrhoff,"86",,"64295",Darmstadt,
2,I,0x588123ea034f80256fcb52a33b80cef5394222efce253f1aae0f1e129390ad0c,883,"333",Nikolausweg,"52",,"24879",Neuberend,
2,I,0xa7bb80f52ec70b76501fea0f8513016b060c47ba955ab26df822b391c6dcae0e,899,"349",Kapellenweg,"52",,"54472",Longkamp,
2,I,0xe5ad76e8094a8f7b4653422b6bccc2b5a68b519e7d0ae205211dbcce9c7a5325,825,"325",Schadowstraße,"190",,"25776",Sankt Annen,
2,I,0xd08482f9be5cbfb093421f83185e682e8ff1474205449b095cd2d3a046d29f49,838,"338",Steinbörnchenweg,"67",,"75045",Walzbachtal,
2,I,0x6af70d1b1d32d2a6c3a439e80f3a00efb9c6ff52a960a1ed385a9af1eaf2624b,805,"305",Hochstadenstraße,"79",,"49078",Osnabrück,
2,I,0x93f7137b3ab7c896b70b5b9b9dad67e3af9495b921575037521d129102bac622,815,"315",Huthsweg,"196",,"64347",Griesheim,
2,I,0xaf9e27e7439ad5ae06fa48a7f6f6f68b3daa3bd111088d504b61ec4227e06c06,833,"333",Ascheberger Straße,"153",,"88400",Biberach an der Riß,
2,I,0x248268c3c32e5fd62e162be30ce7e0f8616636a68210293c4865eedf5063be4f,839,"339",Auf dem Kampe,"169",,"54675",Körperich,
2,I,0xb38e91dc40a59db14cddfa0af7ff1ad3c59d0de8344569d400df97b247dbd3d6,882,"332",Siegelsteiner Straße,"104",,"55596",Waldböckelheim,
2,I,0x26eaec0277d7e9376db9485508e8427c853a291a63ce3dffdf8eb65904bf1083,834,"334",Käuserstruth,"156",,"32791",Lage,
2,I,0xe8591b8110598c3ace6dacf353dff741203fbdbc869e8a729e4fcffaa549c7da,812,"312",Bischof-Rüth-Straße,"24",,"26906",Dersum,
2,I,0x76bc6879b56535c853f3d596da8e8b9de3b117c5f33ed59502c89431730b2245,827,"327",Lautenschlägerstraße,"81",,"33829",Borgholzhausen,
2,I,0xc54445d60547a6c21e41a6dd93cebf2389159e377c71843c24b47cbd434bb5c7,861,"311",Rother Berg,"165",,"86441",Zusmarshausen,
2,I,0x961f3c37b88b7ece3061954fa54986b9433ed6e9cd764d492ac6359f5a878fd0,816,"316",Dompfaffweg,"155",,"24811",Brekendorf,
2,I,0x34daaef728bf2eae8077bbd1ba6333f49ba0f71e6ed056f681e5ab437a00d285,900,"350",Hahnenbergstraße,"111",,"24806",Lohe-Föhrden,
2,I,0x0cc5b956019c88492f2e29025fe354ea0694cf6fcd8da1f0cedfb6defa394a18,914,"312",Fallerwasen,"176",,"24214",Neuwittenbek,
2,I,0xa77bd271badf939b9cea60d46924c66654698d2ea0cf27f76963d7e56165bbbc,817,"317",Ludwig-Richter-Straße,"20",,"54314",Zerf,
2,I,0x5fc6b9642b496b74d30ef98ff668680813d535e2c83a9aa477657625bbea5a5f,848,"348",Bodelschwinghstraße,"186",,"74597",Appensee,
2,I,0x184ddfc6f7366fe9a88175462b915599733373b887a187133fffc79dd0eb7e71,853,"303",Königsteiner Straße,"143",,"21406",Melbeck,
2,I,0x05bca1b6708a38b0df6dce21d645eaffe874c88d265970a9877d365c85b8e1a3,898,"348",Stiller Winkel,"110",,"63699",Kefenrod,
2,I,0x5f95a6677bb7fc1ac8b5afabf5056d8e266d4cc3eb79f751604b9073f2f21454,843,"343",Adalbertstraße,"52",,"77880",Sasbach,
2,I,0x7f9c30ae7008cfd74f9847dd705ec74381bf0e3ca58c559983df02cbd9577e6e,823,"323",Kretenbergstraße,"177",,"55777",Eckersweiler,
2,I,0xe5034689c0ae331d6df0f3a565dc593f8f461fab9eff405236db03041c165ffa,841,"341",Heller Weg,"12a",,"27386",Hemsbünde,
2,I,0xff9b975b5b2084a199881c8d126da478fc680fd89dcf7574323980c2d0a47372,886,"336",Wittekindstraße,"44",,"9390",Gornsdorf,
2,I,0x4bc2fc52ef92a086e07beaafd82905b21220392fe7b88bddf56f0c333e2f64eb,893,"343",Hauer Heide,"86",,"36205",Sontra,
2,I,0x92f5b861f830ca98de68d50667e559257bd4e64e58e170893a14b7940e6e3e6e,819,"319",Schäferstraße,"135",,"24641",Hüttblek,
2,I,0x79a1f19bf6deeec39e7bb9958c085989c3992e08307fee664ffd49477bc7c934,813,"313",Aufm Henchen,"99",,"56472",Lautzenbrücken,
2,I,0x949b1635e1abb7dfc2bbef78c64536f5578b0db860fecf07f0680fa0f5cfaa61,851,"301",Am Taubenberg,"58",,"55624",Weitersbach,
2,I,0xb3b4258728e72ca3d1d48acda1ea167fb3ea3da7ae43add2a3cf0d9140360a4d,806,"306",Hummelsberger Straße,"62",,"49448",Brockum,
2,I,0x6e77cc8dc59a2f6d4db2242eb01eff725dfc57a207c46b44a0e7fbbf1478c02f,885,"335",Steinbergstraße,"150",,"54673",Bauler,
2,I,0x51da2bb5bf221a61e94e6fa5b60badd2dd1c51e1e70461f0580d9339ab9ae616,868,"318",Landoisstraße,"111",,"89423",Gundelfingen an der Donau,
2,I,0xc0fc525a90933f9e11f938b016e7ac64ad990880b8382c1ddb2d7f8751d3c61c,891,"341",Winterstraße,"23",,"55758",Allenbach,
2,I,0xaecd3242c149e8031760e8214d2f467f76731a6cb3237df83f632b2585c4b2f9,880,"330",Sonsbecker Straße,"116",,"50939",Köln,
2,I,0x4a89748355854019e92e8bb42deb7df7ba7a3cc0038c7f80855338a49e419692,915,"334",Celler Straße,"193",,"54597",Pronsfeld,
2,I,0xe855ece2fe2a1355361223d06867a371a7a55674e632a879f70c766f1a25b6cb,879,"329",Sonnenweg,"52",,"31683",Obernkirchen,
2,I,0xe50f1cfcae77278582979c89b6d7a55791a88515b917cb6a4aeb7780f0f295aa,869,"319",Im Hofacker,"1",,"65375",Oestrich-Winkel,
2,I,0x32ea0fa5c340d52ce0e1fc297ac1a40176548f0cef5227375afb35015c8f7e68,837,"337",Waldenburger Weg,"105",,"55424",Münster-Sarmsheim,
2,I,0x4b96dc10a68c0cbefa79ef5b63d0c189e68d2759c4d2b2df9937b78cc1627cf5,897,"347",Im Freistal,"91",,"55779",Heimbach,
2,I,0x9ac96cfd09f46d8e770abdf991db4fd3c72f4c519d943b1ed965298374d8f34e,822,"322",Hauptweg,"57",,"54413",Damflos,
2,I,0xde65269b4544efe92c18ca1f0fc12bca1b9332ef98c1ef310ee16fe69ddccd1c,896,"346",Ochsenkamp,"193",,"25832",Tönning,
2,I,0xfc0d7fb76b7076d4b0d8a35a8f20b090d164a8e04ce5ddc11f7417c7cccdef76,846,"346",Wenauer Straße,"27",,"54426",Berglicht,
2,I,0x15406971d904ad437b24f3b51649005703ba43ec6b975ebdf79e89886fca4b32,863,"313",Hofbergstraße,"13",,"88636",Illmensee,
2,I,0xb2d9755094932c14ab8d9b87a22d1e8490eca76eac680b218b43790b74383480,818,"318",Filchnerstraße,"116",,"47589",Uedem,
2,I,0xdd3e7eaa167dc3ca7ea633a957a3ea868c403ef6c669cd42ef75340973e380a7,820,"320",Frongasse,"165",,"45894",Gelsenkirchen,
2,I,0x23bcda509824788d706942e715f7d3138aa57e21393bfd730262d35da6154488,889,"339",Zum Grünbusch,"49",,"76229",Karlsruhe,
2,I,0xf1211ea3f73af63c7f05518df0d72ec044961f30bcd2d4099cbc2f6dec8bb3d5,913,"291",Janningsweg,"96",,"56587",Oberraden,
2,I,0x6690f65634d4db8ffbc8e25b7802cd5e7dadf3a7b074577a2c8019a2d647dc35,875,"325",Bitzerweg,"35",,"84066",Mallersdorf-Pfaffenberg,
2,I,0x9e16446fb9c059256042d177de9589c55946f2eb8d33ea1bbd5c17e4af3b387a,892,"342",Goldberger Straße,"165",,"24972",Steinbergkirche,
2,I,0xf92478b15ea9ddc8f24c1b9106b454efb2614d34657da4015a0a753b6c3e4167,804,"304",Wickers Immberg,"125",,"25899",Bosbüll,
2,I,0xb10baf9d266baa85cd518cf36a28860f061c71bf7b7f1a49df037dc14d808dab,803,"303",Schlesierweg,"180",,"39264",Jütrichau,
2,I,0x010dbec47f1cd970fb26d13f7a8a51e0ddf94db5da0468993b48add6b32e6a56,865,"315",Walkersbrunn,"94",,"72658",Bempflingen,
2,I,0xf48dc612fb56586cd8762216ec425142db4b323a74af8c65caf9177aa60ce7da,809,"309",Höhenweg,"46",,"74864",Fahrenbach,
2,I,0x2818b81754e4aec20c3b960e6ed240705ed909e2b07bda23075e5723e867d242,881,"331",Grenzhäuser Straße,"126",,"56370",Attenhausen,
2,I,0x9f7a218d992cc4328ed3288fe71f9ff6ff70663f369c300dd74d308407c87e0b,903,"67",Triaccaweg,"195",,"36399",Freiensteinau,
2,I,0xb297d1eca06d8bad0948a117cb06fe94c3f803763e84da03c8c18895d03ee446,855,"305",Bornheg,"46",,"20539",Hamburg,
2,I,0xe733cc887c861e6ca51790ef021db09514e18431a903ea0249411001b0ccd588,877,"327",Auf dem Haidchen,"91",,"53177",Bonn,
2,I,0x1a3696dc5a8edbaf49199840fc52f8df5a2aa7c60c4fbff07bef8d64bf323c4b,876,"326",Goethestraße,"158",,"59069",Hamm,
2,I,0x82337e904d022941d5385b2d5a9565c2f8dffbcca8ceb5afbb1d3832d88acfed,821,"321",Richard-Strauss-Weg,"66",,"19230",Pätow-Steegen,
2,I,0xab2e772daed8f3b2bc58b1f8e5f7801b018e6403711103e5347857c53c415bf5,871,"321",Eichenfeld,"155",,"56283",Kratzenburg,
2,I,0xb7a65737da9170f9cf2003fac34b158706fe5d9f04c6d337c78dcb1c26673dec,828,"328",Neue Schulstraße,"115",,"97496",Burgpreppach,
2,I,0x5951c6ae73e7631f9dc891d8eea1acf3ba48535727065b04eee09aa457454fd1,831,"331",Gaulental,"68",,"21483",Lütau,
2,I,0xee3c0cfc1598f316731741559b1b9eb9d6a5ed5240d06575e5286ad3df40f0ee,811,"311",Hüblinger Straße,"67",,"54689",Reipeldingen,
