"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","vereinspartnerid","kaufdatum","kreditkarte","gueltigbis","kkfirma","produktid","menge","preis","rabatt"
1,I,0x10399c276367019f4f5b5dd60498c4a46fd299c8e9f01810fb6dd4c46cafe6b8,RS0000666,,GlückAuf,2022-03-05,"0000 5625 0400 6600",Mai 23,VISA,62,44,4.00,6.20
1,I,0xc0bef43fc6bc4bd0876871bee4e55dbea8439e02a04362ace1251e96cc3ae96d,RS0000625,"172",GlückAuf,2022-03-05,"0000 8246 0600 4000",Dez 92,American Express,5,28,5.00,0.50
1,I,0x7d04fd61b56a9326028819e2ab3e39ecbf4485f7b7b20f9eb7d3ff5448dbea52,RS0000160,,GlückAuf,2022-03-05,,,,92,12,2.20,0.00
1,I,0x223429fc5b2734ea1706d64d8b6ae4ed7c0ee6b9b6e958851bfae8666e848a57,RS0000065,,GlückAuf,2022-03-05,,,,124,1,2.80,0.00
1,I,0xdb9494cdf80cd822e19aacb90e31741646b13dfbc396957d6e5e48c540d66bad,RS0000289,,GlückAuf,2022-03-05,,,,13,6,4.30,0.00
1,I,0x727162931cd4c74d3029eb846c220ee39eea0ecd570468ac2f300eb4080c4ffe,RS0000008,,GlückAuf,2022-03-05,,,,11,11,7.80,0.00
1,I,0xe2cf9c74276755cb29343a3c69b725cdea86e4f030fadcbb34939d85a4d89798,RS0000317,,GlückAuf,2022-03-05,,,,61,3,7.80,0.00
1,I,0x279b56549acdb1c8ae8ecc3566f764cf8a1333c1429b3db38500fb2c7c43b482,RS0000019,,GlückAuf,2022-03-05,,,,8,37,7.80,0.00
1,I,0x2e3ed6bbf402dc53564d36869b16d94859ae752c35ba65af01f40b9964b86697,RS0000453,,GlückAuf,2022-03-05,"6625 4000 0821 4150",Jan 23,VISA,66,35,2.80,0.00
1,I,0x521b3c3636c40c27cb02ef7cd9cc95ed74eb5abe9a5d75e465e0ac23785431d9,RS0000884,"171",GlückAuf,2022-03-05,"0000 6628 0906 3300",Nov 13,American Express,29,4,1.30,0.00
1,I,0x0724f672c0fbc5f5a2c7c5c748cee704b38d3bcde60b7e486c8943153e9e4c39,RS0000643,"36",GlückAuf,2022-03-05,"0000 1072 0621 5200",Jan 21,VISA,113,11,4.50,11.30
1,I,0x607a8e706fd89b65e42e686daec644b735a39bbc6b902cc013751df8c8dd7cc2,RS0000599,"299",GlückAuf,2022-03-05,"0000 1570 0932 0000",Nov 23,Mastercard,122,43,1.80,0.00
1,I,0xb22efcc22f4931888522aac01daa5a850edee8315e2b1a300eabadbf9ec7f801,RS0000539,"79",GlückAuf,2022-03-05,"0000 5044 5800 7000",Jan 23,VISA,107,16,7.80,0.00
1,I,0x0692352bd1c8bd0df4935e0898424455fd6bea543697e74061b93f0b242bcb91,RS0000857,"376",GlückAuf,2022-03-05,"0400 0000 0712 1960",Sep 94,Mastercard,1,38,2.00,0.10
1,I,0x5126757a71b58c9e59dfb4ef0119935db6de0aa7ed76ddb92010997b28f39500,RS0000778,,GlückAuf,2022-03-05,"0000 4820 7300 0700",Okt 97,Mastercard,107,28,8.00,10.70
1,I,0x9e97e999bb59b2ce009029b55e5df6b09c04840501554abde6dd1b8a7d28563b,RS0000208,,GlückAuf,2022-03-05,,,,122,9,1.80,0.00
1,I,0x9084057657d5c335dcaab98ff37b33680345416613b916c550f197a4b7fa2a91,RS0000379,,GlückAuf,2022-03-05,,,,115,9,4.30,0.00
1,I,0x232a9d89ae3463b2937ad31354660f1c97e84e1a2e303fd573ec3d82e93a6906,RS0000175,,GlückAuf,2022-03-05,,,,25,8,6.80,0.00
1,I,0xfa01b17ef19576a52d13a35f144dfc5f0327c2b7717ff154b0fd45057387d868,RS0000394,,GlückAuf,2022-03-05,,,,15,25,4.30,0.00
1,I,0x29eb9e060db22f39106d9f19568b1a46325011f209a48366d87a3b3dd5d0e47d,RS0000314,,GlückAuf,2022-03-05,,,,88,12,0.30,0.00
1,I,0x33683c6dd57a974f29b8fd4403d3fd9e90217ce691e4d083f51c4b8a10c72bf9,RS0000409,,GlückAuf,2022-03-05,,,,96,12,7.80,0.00
1,I,0x68788392bfda2dd6d4e18b8ffeec0e3a2935a7dfbcfbe23f80fbcf2011db5372,RS0000699,,GlückAuf,2022-03-05,"0614 2500 0420 7752",Jun 23,Mastercard,30,21,3.80,0.00
1,I,0x9227fadf8fa73abbb7910d70b129ea9740828b9a93c938c36f3b42c9eaf1bb88,RS0000137,,GlückAuf,2022-03-05,,,,108,49,7.80,0.00
1,I,0x301d42001cce24193f9eeeb842854c057d21a14c9d27dafaa3441d0d0fd99344,RS0000094,,GlückAuf,2022-03-05,,,,109,36,2.80,0.00
1,I,0xf0a87964d4a5955cd732bc9e5572bd4620b64490cf3fff5d55fffb191542f107,RS0000304,,GlückAuf,2022-03-05,,,,4,17,4.80,0.00
1,I,0xb486e71a497852ebdf1a8b03335b7c1b85148ce13ef2ca67ecaf80735cfae3f7,RS0000584,,GlückAuf,2022-03-05,"0000 7985 0501 0000",Mai 23,American Express,107,4,7.80,0.00
1,I,0x0038baa60ca9d3e1b9f7e4cd18366f099e97104f88a2b8d8952e0ee3a5d5170c,RS0000844,"385",GlückAuf,2022-03-05,"0695 5900 0820 3729",Dez 20,American Express,123,14,2.80,0.00
1,I,0x05ea4c1ee437ee6ab47eb2ddbf3776d8bd02053bac1d01a63c527bcb53ed027f,RS0000369,,GlückAuf,2022-03-05,,,,30,41,3.80,0.00
1,I,0x3311d34443c231ef7933b4d96fa2415eeb5b185da16a12089be84a5335142737,RS0000809,"190",GlückAuf,2022-03-05,"0000 7272 0691 1300",Okt 20,Mastercard,35,18,0.80,0.00
1,I,0x7f053f2b6bf7ddb359291429acb910a6b70b4eba52004e3799ca46d5f4a69bcb,RS0000101,,GlückAuf,2022-03-05,,,,109,3,2.80,0.00
1,I,0x240e0bb9d2d894a9a33dc12f86d0624fabd67c768556015d065e813f8dce1f4d,RS0000784,,GlückAuf,2022-03-05,"4601 1700 0882 1030",Jan 20,VISA,75,28,6.80,0.00
1,I,0x9f493aae987d7c0e04bfde23902d70f1d3ffdd2bd5810ac30e11cf792d8a4619,RS0000864,,GlückAuf,2022-03-05,"0693 2900 0222 1333",Jan 21,VISA,78,45,2.00,7.80
1,I,0xa1124b1810a88d6ead897ed3db3845801b9c69e647343943922d94b255ceca98,RS0000487,"405",GlückAuf,2022-03-05,"3646 8900 0511 0030",Jul 23,VISA,10,40,0.30,0.00
1,I,0xf6669cb0d6f7fd190f0ac64ae0c2a85722b05308f651f1d9e5338998f5557f13,RS0000439,,GlückAuf,2022-03-05,,,,41,43,1.00,0.00
1,I,0xcc268c551a5263d60e10dc06075f83cd3b17f4fcca4d9e0372341084cb7eb967,RS0000027,,GlückAuf,2022-03-05,,,,54,3,4.80,0.00
1,I,0xcbbb2da2f5901e4c1276cd61539f480f4668ec176f5d4bd8d970eb90ea099fdf,RS0000425,,GlückAuf,2022-03-05,,,,58,14,7.80,0.00
1,I,0xe4ecd0af2dae55bc29abd3dd2e9646ac121a07bb187288e774415133434fcfae,RS0000394,,GlückAuf,2022-03-05,,,,56,11,6.80,0.00
1,I,0xfd646df0e943d86f1b4376e9260b548f5266cb3ddfb5910dc4ac1e2483fd90b7,RS0000639,"308",GlückAuf,2022-03-05,"9501 3000 0879 1470",Aug 18,Mastercard,94,32,3.80,0.00
1,I,0xa2b2d2cdbf6d0bd2087bbd3cc3e5730ddf730624331d24bb64521f58ee652484,RS0000305,,GlückAuf,2022-03-05,,,,3,45,4.80,0.00
1,I,0xe5b6c1924bb5136c86eef4304b71c8fc0c1cacd2eb9cfe4c9c0a9c6f0905434a,RS0000067,,GlückAuf,2022-03-05,,,,66,22,2.80,0.00
1,I,0xe445271e2ee06d947254ce42fdef22024c015c4cb05a36e86e75009bf30de37c,RS0000594,"258",GlückAuf,2022-03-05,"0000 0960 0697 1000",Okt 23,VISA,47,42,8.80,0.00
1,I,0x066ba10bc9859414552ee3a1cb50d84ede93a1be61c34a0bc9e6fbd509a70498,RS0000819,,GlückAuf,2022-03-05,"0000 2269 4917 0000",Jun 19,Mastercard,38,14,0.30,0.00
1,I,0x300ba274d4791331e87832f2a50d44b9b3ecb0c5d9b9714666b2d1a74983ffdb,RS0000550,"146",GlückAuf,2022-03-05,"0000 1674 0500 0000",Mai 18,VISA,86,8,0.50,8.60
1,I,0xbc4d062eaa122cb609ff8b12d69758a58403ce163782f9e44734a1b1cdd2098a,RS0000799,,GlückAuf,2022-03-05,"0800 8500 0186 4149",Mrz 23,VISA,120,45,8.00,12.00
1,I,0x2e396b80f49b86c8765b17e82e3210f130102e304ff54d2b048f9c148102f2d6,RS0000139,,GlückAuf,2022-03-05,,,,10,20,0.30,0.00
1,I,0xadc032aaf925a78644d1735f01afa6cbbb74eb27e12d4ed820a3527f90f011f6,RS0000469,,GlückAuf,2022-03-05,"2517 5500 0792 0450",Sep 13,Mastercard,95,27,1.80,0.00
1,I,0xe2c2aa6c1574d564f4333e79e08cd4fd622bc3ec0e96747b8d1c419290a65884,RS0000499,"12",GlückAuf,2022-03-05,"0000 3182 0640 3800",Okt 23,VISA,5,9,4.80,0.00
1,I,0xd78a1ecb9191da0aa98de1d37811e50c5340aec61e1d6f9a1d9efc7613e08ac9,RS0000574,"309",GlückAuf,2022-03-05,"0500 0000 0822 2245",Dez 23,Mastercard,7,2,7.80,0.00
1,I,0xe7798fe8eb718ca6b06475e92a695bfe77cc83c6d405b66f81348807625b041e,RS0000454,,GlückAuf,2022-03-05,"0000 9270 0400 4800",Mrz 18,VISA,85,32,0.80,0.00
1,I,0x728e4253b10da9ae43e070c5c088cf201070d5b56cf2890701e5c88049e9eff1,RS0000700,"84",GlückAuf,2022-03-05,"0000 2657 0928 0000",Sep 20,Mastercard,27,18,2.00,2.70
1,I,0x35c5dfffeec65459a9db777fb4669936b13e9fe828639341a0f4f0f892e46f2b,RS0000629,"55",GlückAuf,2022-03-05,"0000 8021 6617 1900",Mai 99,VISA,123,39,3.00,12.30
1,I,0xfb94cde1b5ba5c25b960e96a85a1688ca1a3e3728e95dbe3474fd0a6e171eb01,RS0000702,,GlückAuf,2022-03-05,"0000 8746 0700 2400",Mrz 17,VISA,15,15,4.50,1.50
1,I,0x443c91c675748f48ba14e5618f211bd11015f2e1ea70648e9775ab0d6edbe31b,RS0000689,,GlückAuf,2022-03-05,"0000 6071 1600 0000",Okt 15,Mastercard,83,23,0.80,8.30
1,I,0xcd27193eedb3a0baee2991166dcfe88bdbf9b42d8d302849b325f28c111bd3e5,RS0000515,"133",GlückAuf,2022-03-05,"0000 8968 0920 0000",Nov 23,VISA,125,10,7.00,12.50
1,I,0x2b087a6e423d680b94184e6e49e3496909179314257cdcb194e921e220f39387,RS0000384,,GlückAuf,2022-03-05,,,,39,19,0.60,0.00
1,I,0x4293663d86282cafbe050c37cf7ebff340f3a2f33c35aeb400cf05eb7fb76ba5,RS0000391,,GlückAuf,2022-03-05,,,,41,42,1.00,0.00
1,I,0x1c5d6be34997e1b1c678679989216912894dad696fc623fef4001fd0f02ae6ef,RS0000504,,GlückAuf,2022-03-05,"0000 5170 1900 0000",Sep 20,Mastercard,109,3,2.80,0.00
1,I,0x963a98d76f5ace124430848bf2298a10f4c1b390942f418c6876331ec84f2f34,RS0000819,,GlückAuf,2022-03-05,"0000 2269 4917 0000",Jun 19,Mastercard,19,28,1.80,0.00
1,I,0x279b56549acdb1c8ae8ecc3566f764cf8a1333c1429b3db38500fb2c7c43b482,RS0000040,,GlückAuf,2022-03-05,,,,96,37,7.80,0.00
1,I,0xfd8427e551a3474cbbf3d3d4e9a970106d5b32e0509f615b82875f28b6fad518,RS0000464,"172",GlückAuf,2022-03-05,"0000 8246 0600 4000",Dez 92,American Express,58,41,7.80,0.00
1,I,0xc2b89c13d41af22293df2c83aeb7c2e03b15f5ffc759b5d11fd27aaeaeeb1ccc,RS0000553,"196",GlückAuf,2022-03-05,"0000 7350 2101 3900",Jul 23,Mastercard,74,36,3.00,7.40
1,I,0x55e43638d56e7ea284f6a38aafbc209d3e4368e1a142d39d757802eea7173ffa,RS0000129,,GlückAuf,2022-03-05,,,,86,6,0.30,0.00
1,I,0x2b079649ea34b056a99c557aff54c1f7c8261b969247969923818f5251a93526,RS0000690,,GlückAuf,2022-03-05,"0000 4558 5501 3000",Okt 13,Mastercard,22,11,2.00,2.20
1,I,0x8e720d4d498ce8b62b9c596b52daeb4ac87260f09369dee67a782a352f9ac7d1,RS0000044,,GlückAuf,2022-03-05,,,,1,22,1.80,0.00
1,I,0x76c5ff0766e80aed558d44c7f3d60ccaee3db3d8f45732f2518c863b2167dabc,RS0000797,,GlückAuf,2022-03-05,"0000 8225 0700 2400",Okt 86,Mastercard,82,1,5.00,8.20
1,I,0x266f634674892959d291343be0014c415b6896489e7c4ec836c626f6b0ef7101,RS0000614,,GlückAuf,2022-03-05,"0000 4820 7300 0700",Okt 97,Mastercard,48,6,4.30,0.00
1,I,0x080106611d5de6fe657051fa9d06f44244029b0243143ce6c77111c8f5fe9c06,RS0000074,,GlückAuf,2022-03-05,,,,32,7,4.80,0.00
1,I,0x12ba01c349b0d7c4cea896f2553e6cd21422a8eb36d6bebe9b4cf0de1f0e1cc2,RS0000356,,GlückAuf,2022-03-05,,,,17,26,3.30,0.00
1,I,0x085814b04ac380338529daf71443c75b557cc95c154be3fea316bead93804f2a,RS0000644,"193",GlückAuf,2022-03-05,"0000 2676 0695 5900",Mai 23,VISA,68,5,6.00,6.80
1,I,0x960936e712f0c303f326152a45425735cfc998e67912ec93f6fe8d4ad37a534e,RS0000546,"190",GlückAuf,2022-03-05,"0000 7272 0691 1300",Okt 20,Mastercard,102,41,4.00,10.20
1,I,0x55f7ffbcda0eb066df4986aebef299da4236eeb3885217d936a4313dd24fc290,RS0000704,,GlückAuf,2022-03-05,"3923 0000 0784 2310",Apr 19,VISA,43,12,2.10,0.00
1,I,0x0fea9ad43ae59d4b4e9d2cda0b41de764a645e44d797c5b62afc682c1f88d95d,RS0000050,,GlückAuf,2022-03-05,,,,18,16,5.80,0.00
1,I,0x8f36bb7f58781ea3429418ca3c3263007cb2b3e7756def9f4565e0d6f2104467,RS0000686,,GlückAuf,2022-03-05,"0000 6150 2304 0000",Dez 88,American Express,98,31,4.50,9.80
1,I,0x2bf83fb048558125f78de565ff2f36a35fc8d2cb3f67fd043b7cef9f7c0fdf66,RS0000890,"210",GlückAuf,2022-03-05,"0000 9270 0400 4800",Mrz 18,VISA,55,24,5.00,5.50
1,I,0x63e30aa03d61334abc929edeed51964503fafb6c1ebdc5e8faecc8344a74542b,RS0000513,"74",GlückAuf,2022-03-05,"0000 6050 6521 2400",Jan 23,VISA,50,16,5.60,5.00
1,I,0x04271dfd0abad642e60bc67ade15c7a5dbbac5dca0d45bf5b7611b765c2a62e0,RS0000815,,GlückAuf,2022-03-05,"0605 9200 0131 0597",Okt 16,Mastercard,44,11,4.00,4.40
1,I,0x3a13382801437933b85c47a2b4fde3aaaa2a94ca70ff18cb85b0c3b113f275a1,RS0000746,,GlückAuf,2022-03-05,"0000 4844 5500 4500",Feb 23,VISA,101,1,2.00,10.10
1,I,0xa38ea64140da61ea3da078a83ee0aceed353a9a62f499d37e02a7df25fa430d7,RS0000075,,GlückAuf,2022-03-05,,,,61,24,7.80,0.00
1,I,0x2d0b33b4f0259294cd81bbf35423adec6b5febea874c059e7bb8eb27ae6c09a2,RS0000879,,GlückAuf,2022-03-05,"0000 7350 2101 3900",Jul 23,Mastercard,17,12,3.30,0.00
1,I,0x39b3414fcabe73d7faa8ea890ceb4cacbeebb554148ea73c70e743945e302714,RS0000861,"178",GlückAuf,2022-03-05,"0000 0880 0200 8700",Feb 90,VISA,75,5,7.00,7.50
1,I,0x99fff320a447097213d4f22284c109939bb554d2c09bcb12edbbaca37899152f,RS0000248,,GlückAuf,2022-03-05,,,,56,32,6.80,0.00
1,I,0x4fd29db3c1d6d8238950f56ad55f9094a27d914fe6c46d85eac94513d5bf82f6,RS0000548,"348",GlückAuf,2022-03-05,"0501 0100 0597 8241",Dez 20,American Express,10,28,0.50,1.00
1,I,0x0ccee4044d030e23ed85bcf013c63db63db9e5c03469fa08577d786db35dde1e,RS0000107,,GlückAuf,2022-03-05,,,,63,11,4.30,0.00
1,I,0xbd4e26ea5783a6d4ebc930502a1f2d658176937f639c66df35dfda2b7bfe7fee,RS0000869,,GlückAuf,2022-03-05,"0000 8370 1633 7000",Nov 15,American Express,101,18,1.80,0.00
1,I,0x4e5fa9e2ae4af10227bd973dac3e64995a711e05a40ba1d664bde5f38060c633,RS0000154,,GlückAuf,2022-03-05,,,,7,10,7.80,0.00
1,I,0x74b556342596a42b89814b707bde29698effea6324b697909c4ea8aaf7aac3f5,RS0000307,,GlückAuf,2022-03-05,,,,107,31,7.80,0.00
1,I,0x353b283173085399efe2d161de93f8e1f6d455ca23ce107d9e0df84594e589cd,RS0000459,"230",GlückAuf,2022-03-05,"0000 9170 1696 1400",Aug 16,Mastercard,91,31,1.00,0.00
1,I,0x926f962a56a59c49f04071062224523988126f15e5b014b8db20afbb6fe83332,RS0000810,,GlückAuf,2022-03-05,"0700 2000 0018 5758",Apr 14,VISA,86,44,0.50,8.60
1,I,0x07f1016191caa7df84a26c9795918b0a54bced7caac4c2431303cb51933443e4,RS0000554,"359",GlückAuf,2022-03-05,"0502 0100 0649 2687",Jan 96,VISA,73,43,2.80,0.00
1,I,0x1611b7a9dbff92a2d171e038f30f20e6ab658d05f497eda2fef25a8fd6dc7632,RS0000169,,GlückAuf,2022-03-05,,,,59,38,2.80,0.00
1,I,0xc0e77ba07f89356d99d0acff00890dc54f8e78845330e04308dc34a61eb5a510,RS0000279,,GlückAuf,2022-03-05,,,,100,47,5.40,0.00
1,I,0xdedabb5276907f216203acbbe96d7e90bf749bf9a5d9e7a0818fa311f4f8932b,RS0000764,"40",GlückAuf,2022-03-05,"0000 4183 0505 0500",Aug 20,Mastercard,54,5,4.80,0.00
1,I,0xf824cdb6e4057bc90f4b3d60401cb24f469571a5a0e93e796ae8124be6ffe315,RS0000610,"367",GlückAuf,2022-03-05,"7625 5000 0467 5020",Jul 23,American Express,1,48,2.00,0.10
1,I,0x3863f30910eea83b572bc8df2f3da252458b2e6ec1c56d8cfca8169bb0ca7e78,RS0000014,,GlückAuf,2022-03-05,,,,36,15,0.30,0.00
1,I,0x6576263702533f386f41170178deb730f641645a8827996ea13e1662999d06fc,RS0000544,,GlückAuf,2022-03-05,"0000 2913 0700 0000",Jun 14,Mastercard,23,2,2.80,0.00
1,I,0x67efcc0e28f36e048918f7777076adbe03c1963183806135887d78aa2fbcd685,RS0000234,,GlückAuf,2022-03-05,,,,87,32,0.30,0.00
1,I,0xff8091eb400e252a71896ccf834f82e5a7d9b937610c9d8daa3f28db13029710,RS0000512,"351",GlückAuf,2022-03-05,"0693 2900 0222 1333",Jan 21,VISA,112,11,4.00,11.20
1,I,0x0fea9ad43ae59d4b4e9d2cda0b41de764a645e44d797c5b62afc682c1f88d95d,RS0000037,,GlückAuf,2022-03-05,,,,18,16,5.80,0.00
1,I,0x07e69fbdce54b02437dcd66b7acf7d895c0745639762350219bbac09478912e3,RS0000688,"212",GlückAuf,2022-03-05,"0000 6325 9800 2700",Jun 88,Mastercard,124,19,3.00,12.40
1,I,0x26b1873fa34d7e948245d50ee7c71693ac729ee4e062dee9531af41f5aa037c6,RS0000017,,GlückAuf,2022-03-05,,,,93,24,2.10,0.00
1,I,0xe909c2bf8655f5561b8f2230a500ff7f9291b822ff289595231e3e244731186e,RS0000354,,GlückAuf,2022-03-05,,,,77,21,1.80,0.00
1,I,0x332958a1b95f5ebf53ae825144cc915218a4d885c0ee73a31931174c995c3133,RS0000072,,GlückAuf,2022-03-05,,,,75,4,6.80,0.00
1,I,0xfed5a2c441fa741280883010bd50bddedd0ea30b546b7c8f07528c9ab5be19e4,RS0000224,,GlückAuf,2022-03-05,,,,12,18,3.80,0.00
1,I,0x0de8e23756dbd08d7d4bcac3acddb2eb6287054a91d42b81c5f711fb1a005ad5,RS0000579,,GlückAuf,2022-03-05,"0000 2170 2501 5000",Dez 23,VISA,60,35,0.30,0.00
1,I,0x540021aa4836691b8c42e48f2f4313f54b717c137b8c54725fe1b1842948860e,RS0000187,,GlückAuf,2022-03-05,,,,93,32,2.10,0.00
1,I,0xdbba5c603e90af11405c13716d6f0d421496fcebe81b55df73220f890b5f53ff,RS0000335,,GlückAuf,2022-03-05,,,,77,16,1.80,0.00
1,I,0xf5bde60008e6a894e86842e82034f9e8eb308ce250ecb94ff91f90d5097d9ec2,RS0000265,,GlückAuf,2022-03-05,,,,114,39,4.30,0.00
1,I,0x3ae974167ac749f7944acc2fd00667ea64c1798da540bace1e98bb4032f9c516,RS0000884,"171",GlückAuf,2022-03-05,"0000 6628 0906 3300",Nov 13,American Express,43,41,2.30,4.30
1,I,0xffd3d6682f5218c4abd59a496f49c7f45a9f4d9258c2412fa29c62aa7a380e95,RS0000642,"329",GlückAuf,2022-03-05,"2624 5500 0966 6220",Mai 16,VISA,28,16,2.00,2.80
1,I,0xe6e73e4e4c649b8ab842cb6deadfb20919b3196b54e75e9a88695ffaa8ddaaa7,RS0000535,"361",GlückAuf,2022-03-05,"2600 8200 0609 7750",Jan 88,VISA,21,25,4.00,2.10
1,I,0x7e109bf0fd4b6df5ab815b8cc10ddf9bef68fc890b5ad69a98d16a438f83bb40,RS0000754,"118",GlückAuf,2022-03-05,"0000 3773 3692 6400",Mrz 20,VISA,2,7,4.00,0.20
1,I,0xf7e8b662ba7325efdadeb92818211928e71c68d8d246906a4940f8847b3e83aa,RS0000679,"170",GlückAuf,2022-03-05,"0000 4966 5500 7000",Feb 16,VISA,84,5,0.55,0.00
1,I,0x87fea05919328352390460af13f362a66ec7496fd55a877ae273fd7fd3a93420,RS0000749,,GlückAuf,2022-03-05,"0000 3660 3501 3000",Nov 17,American Express,96,44,7.80,0.00
1,I,0x9c8d928b855581e1179558a9da1d4643c6c99900cb70cc7953cf52256f2dc942,RS0000575,,GlückAuf,2022-03-05,"0000 7350 2101 3900",Jul 23,Mastercard,104,49,5.00,10.40
1,I,0x34d6e9121d281aac12a5c9c54f5239021dd6e487aea8de9b54a51e8a5896478d,RS0000197,,GlückAuf,2022-03-05,,,,102,49,3.80,0.00
1,I,0xdce0cc4ab3a4d94b7ee79293b38593a9a5079eb95f036c333ae6feb8397f7ac1,RS0000527,,GlückAuf,2022-03-05,"0000 3147 8535 2000",Okt 20,Mastercard,40,5,1.00,4.00
1,I,0xdb4e39f3d3d92757f7bffa0d855cd0043d658e96f001dabaeea034d8362e3044,RS0000641,"275",GlückAuf,2022-03-05,"0000 2386 0101 1100",Apr 84,VISA,70,48,8.00,7.00
1,I,0xa5609a7256b961bb4a79b9a96feb1b5debd7b7a37adef1953dcfb4027669e1c7,RS0000034,,GlückAuf,2022-03-05,,,,17,36,3.30,0.00
1,I,0x1ca3ce9392409c08565ab3e14d754baf7eb8ce820f29f8eccdc2a287c0cc01f9,RS0000564,"402",GlückAuf,2022-03-05,"0505 0000 0337 8867",Feb 23,Mastercard,1,18,2.00,0.10
1,I,0xff308189122da78bb1585ce8d31f58ef7025f414e3d22674174eedafbecf7e58,RS0000782,,GlückAuf,2022-03-05,"0000 3966 0700 2400",Sep 18,Mastercard,20,11,8.00,2.00
1,I,0x7d204083f063c7acedb34a846d8568691e302848757a69cc7955b3fc61b6a65e,RS0000097,,GlückAuf,2022-03-05,,,,61,9,7.80,0.00
1,I,0x0571b05210d817daa80ef50fef1b16f9f840524ea84f0f3d86f9928e39553904,RS0000779,"300",GlückAuf,2022-03-05,"0000 3265 0922 0000",Sep 91,Mastercard,17,17,3.30,0.00
1,I,0x1f9572488d3221a0c9369d8be3d62f25a363fe36e8f9d19143821f431b4dc52d,RS0000755,,GlückAuf,2022-03-05,"0000 8153 0932 0000",Jul 16,Mastercard,29,4,1.50,2.90
1,I,0xb19154fa8e1300e3c9d8b6b1fbf4a0706735efef9275289a0c4c74a973c4e200,RS0000194,,GlückAuf,2022-03-05,,,,31,33,1.80,0.00
1,I,0xddbb19dd2ad884292213f7cbe3224a771358e519d8400dc4afacd7ec4d213682,RS0000615,"307",GlückAuf,2022-03-05,"6613 3000 0735 3920",Apr 20,VISA,42,26,2.40,4.20
1,I,0xd544670f5aead7ba6e99d1faa24ebc5c90365fbb5136a9ec028a7c99168850fc,RS0000136,,GlückAuf,2022-03-05,,,,84,5,0.55,0.00
1,I,0x332958a1b95f5ebf53ae825144cc915218a4d885c0ee73a31931174c995c3133,RS0000209,,GlückAuf,2022-03-05,,,,106,4,6.80,0.00
1,I,0x90e4ffb806ebb13927e741d8a8f0fb9f53c21d9fabd7f1e37f8b21bd8d98f6db,RS0000560,,GlückAuf,2022-03-05,"0000 3912 0965 9700",Aug 23,VISA,31,14,2.00,3.10
1,I,0x609c887d0cb93f56dacb6cc46d02560c7403395b928734d84d23facecc0dca38,RS0000044,,GlückAuf,2022-03-05,,,,14,43,4.30,0.00
1,I,0xc116cc718a2901f3fb2f44b843c96c9bf4f03ec0fddb0a1f8c3dbdadb3d58f39,RS0000463,,GlückAuf,2022-03-05,"0640 3800 0868 8082",Nov 18,American Express,6,46,6.80,0.00
1,I,0x1a1e8738d642e34294e07640cfd1b4ffeb38cc935cc2ea9ffe4fb0fea098b788,RS0000445,,GlückAuf,2022-03-05,,,,91,19,1.00,0.00
1,I,0x7e5de6cac3a188bbfe16f523ad60edb9a4d907d7bc647c058105b6f818f4eaf8,RS0000673,,GlückAuf,2022-03-05,"0000 1765 0910 4000",Apr 23,VISA,100,43,5.60,10.00
1,I,0x17cc5cab1c9e75b32d0dfb117a43fbee9b16646f2129a522a926023c33a647d8,RS0000749,,GlückAuf,2022-03-05,"0000 3660 3501 3000",Nov 17,American Express,19,10,2.00,1.90
1,I,0xfbc91c81eccbea4a802e6a7e9c4884dc96b585045a6e3c04f1a5cb1351bb70ab,RS0000399,,GlückAuf,2022-03-05,,,,89,7,0.60,0.00
1,I,0x279ce6c1050fc9647712b5e8a38c2f6584616ce655fea7363691312445ae2e1e,RS0000200,,GlückAuf,2022-03-05,,,,89,39,0.60,0.00
1,I,0x2023dc94d1ead9fa54bdd6841617f18c44844bb425eb49ff26b04c6dc74c0b6a,RS0000190,,GlückAuf,2022-03-05,,,,18,4,5.80,0.00
1,I,0xfd6aacf9f3bd7cee0fe9d33faf940a9454c003f1a613135a7e1376774c6ed295,RS0000179,,GlückAuf,2022-03-05,,,,8,44,7.80,0.00
1,I,0xfc5ba9cc958f6fe043c7434c28ea64e6ecefbe4da0ae3721f46884fdba229bb2,RS0000167,,GlückAuf,2022-03-05,,,,102,19,3.80,0.00
1,I,0xf63e27d85db31ccede01f4c492f248926a708c80fbfc0607f890ed8036d91a41,RS0000310,,GlückAuf,2022-03-05,,,,3,41,4.80,0.00
1,I,0x5c5a2669b55bb1d60edfe15bb1b6360001f7f595f2fb6424f621b9fdf6ca5df0,RS0000250,,GlückAuf,2022-03-05,,,,56,43,6.80,0.00
1,I,0xd09760753ce2d5d0fdb3148442429fa446ec73cbf3087b857d749549f6b3ddea,RS0000839,,GlückAuf,2022-03-05,"0000 4075 0500 0000","09/00",Mastercard,8,8,7.80,0.00
1,I,0xb4dd23ea88fd3a9570ac9bfcfc5676a41001bb1f52246c90be68c8aed581ad01,RS0000769,,GlückAuf,2022-03-05,"0000 5645 8410 3100","11/00",American Express,59,21,2.80,0.00
1,I,0xd902712c7d08cf3b4abab63dc3ef7d65d24560a3d6ea871aacbcf446cf4e856f,RS0000559,,GlückAuf,2022-03-05,"4922 0000 0374 9970",Mai 17,VISA,57,25,7.80,0.00
