"sys_loadingid","sys_cdc","sys_checksum","kundeid","von","bis","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0x5ffbbbbfb666f0a092652a2ace91818fda475cf5513e9baa601e5b3032e91f85,"268",1994-12-24,1995-10-30,Hildastraße,"142",,"67269",Grünstadt,
1,I,0xc42f9b94c17d3c163351a65ba1a236ac206a8becba6a1e3a15d7becc69e69ab6,"250",2005-02-21,2008-10-09,Gewannstraße,"198",,"54413",Geisfeld,
1,I,0x341ec165f9ca1a8ce0b317e89cba4c83c377ce2863287fe783553258865d7004,"226",2008-01-27,,Steinacker Straße,"3",,"54441",Wawern,
1,I,0x409570f7def4e4007efa756476d67799c972dcccde8ec436ed4556e737387f31,"182",2019-01-21,,Schloßgasse,"119",,"63924",Rüdenau,
1,I,0xa7da084ed3765ec2fb10ca6cc25d193cb18c37931156f5e60716b17046e90492,"15",1990-07-02,1991-06-24,Koppelstraße,"55a",,"34253",Lohfelden,
1,I,0xf354a1d4d8955c44a4f20c3b63fbad8f7201297bd6a1727b3916b23b60108c75,"68",1983-04-02,1984-05-16,Bernwardring,"18",,"19406",Mustin,
1,I,0xf5ccd425d93d8936b9892d493b7a9e5150de564267210e91cb51bc2fbb84885d,"20",2008-04-28,2014-08-09,In den Gruben,"67",,"27324",Hassel,
1,I,0xe6cc7130c106b4ba9afeae4966346647805b97252947a15a8762878f651b8932,"239",2004-01-30,2018-09-21,Hermann-Löns-Weg,"33",,"53177",Bonn,
1,I,0x86e3530a3554083bfbe55eebb9897186b756ac250d68490de06ea20efcedc527,"97",2019-02-17,,Thingslindestraße,"2",,"39638",Wiepke,
1,I,0x907160ac3b1005353e9cc94b13adb0938037ea0494b9fa8ddb118aad16c96260,"292",1971-08-30,1979-04-02,Herzfelder Straße,"92",,"47198",Duisburg,
1,I,0x4eeb3deb1a89a8cd9a83c56a06a7168f9e7f79290603f7e3c5eadc780398ea51,"73",2020-07-22,2021-09-10,Netter,"114",,"56357",Welterod,
1,I,0x8272ef38e41969703f878915212f11e3758e63f3a9822e4c1e1c10858c8201f2,"117",2011-01-25,,Nelkenstraße,"165",,"54675",Biesdorf,
1,I,0xedae4ffe8086e2d181e4044fbcbe09ce162959808ed6452414ea67eaa0b91385,"284",2009-05-01,2010-03-23,Weltersbachstraße,"21",,"53520",Dankerath,
1,I,0xc0f68314640419ba5acc9b3d71343abe649327b693568bd14ba6c67d931b87d3,"183",1998-08-30,1999-04-12,Zaungartenstraße,"159",,"34289",Zierenberg,
1,I,0x910cfda209202f5a79322a2bffd5246ea55f6cd5547112c15171828c2a3c76f3,"43",2001-12-17,2003-04-29,Zur Windmühle,"114",,"59387",Ascheberg,
1,I,0x9c1fc1d6c5cef17275750a457700a5e92ef2b3c59b63c01a18eb0f9311ef1ccf,"12",2010-10-12,,Schwabenstraße,"14",,"25832",Tönning,
1,I,0xec57efd7641ae7cc5ef94faf988f863f8258f94c38e1e655e0048bff088e422f,"29",2019-03-28,2021-01-27,Rote Erde,"10",,"25826",Sankt Peter-Ording,
1,I,0x4aa19dbb77238db00221d28ed58f3874e4ca1a44839f9f072c7aa1d8b0373a9d,"237",1997-08-17,2017-08-08,Eggeroder Straße,"148",,"75242",Neuhausen,
1,I,0xf6003bfbb09ff755602d7fea527e6ad47b1126d1ac1798beaa87807c3a87f862,"64",2003-10-08,2019-04-09,Paul-Keller-Straße,"60",,"97286",Sommerhausen,
1,I,0x5289ded7bd6a78fabace849a1c40510aa381b3c1fec522d073717abfa75cb065,"261",1990-05-25,,Hohler Weg,"68",,"76889",Dierbach,
1,I,0x4fa440b1ea62d9bae79e7272bf3a86d54becd0067e4942b076dc9ca767622653,"44",2010-11-28,2015-12-29,Dronkestraße,"163",,"95183",Trogen,
1,I,0x552353f3835d09a309b62dd256b7e144a54d719d827c70491733922c2fb1fc7a,"205",2016-07-31,2017-04-04,Elsenborner Straße,"122",,"27283",Verden,
1,I,0x39350db100d42901791f7564993061c01945582000677bce8823a4667a5e20a6,"177",2003-04-30,,Limbachstraße,"126",,"53533",Eichenbach,
1,I,0x1d9a389f583fa97dac2ed6cb0f5b2faac98737ba99cc3c3024095a34766bf69f,"159",2018-03-17,,Höllburg,"149",,"64747",Breuberg,
1,I,0x95c5ad214768713d0b1e096c026c5bd6d4b6d4fe50cbbeeee8c9ea999398434c,"215",1992-09-07,,An der Schmiede,"156",,"54451",Irsch,
1,I,0x22c0146864f5baad18de1a09eabb59b84d312380d9ddbff483ca0fdbb37888fa,"124",1983-04-27,,Eislebener Straße,"153",,"24242",Felde,
1,I,0x2008a6092171df6b80a1ffc3d0ecc9f96944d46c2349545b10c66f47096e745d,"123",1976-07-27,1991-08-11,Kornhahnstraße,"116",,"49456",Bakum,
1,I,0xba5d49902f5bfa636b69884a3173dc2f1e5c42d8b00ba4b6bee889f341ed1ac5,"101",1988-11-24,,Adelheidstraße,"195",,"82497",Unterammergau,
1,I,0xa156fac3d97d0e5551377b30145c01a288b76630089a447eb4982de94e710bfd,"166",1972-06-09,1985-05-31,Sonnenkamp,"5",,"19073",Dümmer,
1,I,0x1da011c84573f3bed5dbe238239e40204343a77d876604ae32e83a386cf66f37,"88",2021-07-22,,Köttenicher Straße,"179",,"25856",Hattstedt,
1,I,0x56ac6633836eac9147b9654155d70621cce6b141681e235d8e9b76abbf8689b5,"11",1983-12-28,2004-10-29,Am Schorenberg,"118",,"87645",Schwangau,
1,I,0xef0d30e063566842f6c561f543bfd3d5caeacf49eb104ee87cfc5ee52405d2ac,"262",1989-07-16,,Bornlochweg,"181",,"59755",Arnsberg,
1,I,0x36c0b301236a32716510b7ab94ae7c9bd2b7f2beea2a245cd69d37454a1ad28b,"89",2014-08-24,,Zur Hardt,"161",,"21376",Gödenstorf,
1,I,0x043b5774ec723614675afed1d5681f9a6bdfc860e4b0a92ca6823d5e28d1de0d,"286",2012-03-14,,Uhuweg,"96",,"23881",Alt Mölln,
1,I,0xbecc2715e350f45b6b66e272c2bf3bceed2b64db9bb508300d1423db75c7ac66,"146",2009-09-07,,Waldbreitbacher Straße,"1",,"39221",Ranies,
1,I,0xff581eecac33c6cda5b4e752ff2fce70ce517cfd5b0caf87a8d86ec7520412f5,"194",2017-02-18,2017-10-12,Steverstraße,"100",,"44809",Bochum,
1,I,0x59e186b7e6bce4a808e4d1c76b003072255c7e76ac92d9e3c262b9e6f4976d6a,"171",2011-05-30,2017-06-05,Gangolfusstraße,"18",,"25878",Seeth,
1,I,0x222f6ae0ca1e07738fe1b15a08f6c8f535d81a77c1410c06f857f6746f79cc4c,"13",1986-04-26,,Bürgerweg,"149 c",,"37194",Wahlsburg,
1,I,0xd3a402a7a4ed316fdb82ebd93d65923eaf9a3a6920c994a723479b0dc21edde7,"78",1997-02-15,1997-12-13,Lingelbacher Straße,"68",,"55585",Niederhausen,
1,I,0x5e100deea8d7eac25369ea597940265e912354a4e40d2dac2f53c824c503b4d7,"178",2006-07-10,2020-02-05,Alte Jülicher Straße,"116",,"88361",Boms,
1,I,0x32b491fb2bdbfbd180dfea00820695ca2c35d66e6ad2e8ddd878abd7f338b218,"132",1971-03-19,2000-01-23,Am Heekeren,"134",,"54611",Hallschlag,
1,I,0x0e8ada55c58f3de5482e87e0202afdb16be19782fd286f3c3ae6ba7e12eb9db6,"37",2021-02-26,2022-03-12,Gärtenstraße,"170",,"77736",Zell am Harmersbach,
1,I,0x95578305c99eb55c0ddc804a1d31dbe075ab1d987f99a882b0669585b9d94606,"77",1987-08-29,,Hübingerweg,"36",,"73433",Aalen,
1,I,0xd478b1f71254f442d9dd3615af2267a03e352005cefc9541d1eac71a1f2e6999,"26",2012-03-15,2013-03-18,Märkische Straße,"153",,"37308",Geisleden,
1,I,0xfc251d83361e7d2e6d40f7b8fda4f32823938e7e19c1841e08954bca7ffa00f9,"92",1995-07-03,2009-06-21,Joststraße,"48",,"31595",Steyerberg,
1,I,0x9803c1370631131f9ff0f768821e51de51329a9a243c5ba70dc5b68f06ba293e,"157",2019-03-15,,Heimstättenweg,"31",,"54662",Herforst,
1,I,0xffe1c9b8b97f3f92ec6207bbd71cd2ad1e7e2f1a7835b2ceb1a8d61a09e31330,"160",2006-01-01,2006-07-22,Scheddebrock,"200",,"63857",Waldaschaff,
1,I,0xc962b548167f70e3cd94c08955769f9d30dd8e9d9deb5e1545961f8fa3416c57,"269",2013-11-26,,Schirmerstraße,"127",,"42697",Solingen,
1,I,0xaab1fef9d7056dcd23380051aba266939fc7d85ef34a70d2b780641530d2636d,"198",2005-09-13,,Weezer Straße,"37",,"77839",Lichtenau,
1,I,0xf370793bf1ce0397b5962060220bc03d37b8f8ac8f6ee5740436e51885bafe9f,"63",1998-07-10,1999-08-19,Bergweg,"68",,"23909",Fredeburg,
1,I,0x58e9018e794dceb08e683bba28cf92702ed6ef0f0172c82e0b7fe217da2706ca,"83",2019-03-25,,Am Friedheimer See,"153",,"56414",Weroth,
1,I,0xdd7a95ba1819743bde40f492751c3e2433d386453beb5e0e54e831e09b34db53,"256",1992-06-07,2016-02-06,Hostertgasse,"6",,"67681",Sembach,
1,I,0x5277fca9dae4cf7435b9b903bb566d246609479c5a5a4ffa005f07cbe614b8cf,"206",2003-09-21,2004-05-26,Bernwardring,"56",,"56154",Boppard,
1,I,0x3ce388683dfc2d9692b80dc1facc528f3f0e48c11c5a42020dcc0ba37eb694a0,"44",2015-12-30,,Langenbacher Straße,"112",,"37081",Göttingen,
1,I,0x8fde417175e9fe3018d0425ffce8f650ced8bef31ac7b5ba9deb405a65bf9e92,"52",2002-11-07,2003-12-06,Gustav-Tweer-Weg,"16",,"25581",Hennstedt,
1,I,0x9ed93255d34c831753e3b7acc633420392c931a5ffa2bfa34e3c066e5e6c2afa,"28",1997-12-31,2014-07-07,Rott,"101",,"79737",Herrischried,
1,I,0x9606160793314e327673138b6d266b33680a9c31a5ebd8c9c503d441be4f4f73,"135",1999-03-24,1999-09-17,Vogesenstraße,"128",,"53520",Ohlenhard,
1,I,0xa47d386b1d7594f18971c219eef0197f052d75a61ce6a5ff194247f6def7beeb,"195",1987-07-08,2000-09-07,Dr.-Klausener-Straße,"197",,"84518",Garching an der Alz,
1,I,0xdaae3bfb00bd44714f417e878855f45570981f8385a4896993dc663da613dd99,"211",2008-04-11,2018-08-11,Tellstraße,"139",,"52531",Ãœbach-Palenberg,
1,I,0x79f08b131b9b9987919091c759078eb8111de4ff2c98fbda566ca3075cc4d349,"126",2009-03-28,,Hollertszug,"154",,"96476",Bad Rodach,
1,I,0x9fead094d5c03c9320b4e833b0bcefd46de929ab7b4c45852f70798ee93a0f99,"185",1989-03-09,,Am Ulmenhof,"95",,"54487",Wintrich,
1,I,0x71f572c14d6c1d94e10da4ddab5e4fd0b51f0e649e3dd16f36194e1f21a257ad,"114",2014-10-29,,Landkerner Straße,"174",,"29359",Habighorst,
1,I,0x750379bdfb3688b4d1f58da64d33fe8f0184f047737735e7c880b151c04a856e,"210",2014-01-24,,Schusterstraße,"85",,"49448",Brockum,
1,I,0xbee57b4757f53d1a03341e86e9a391636b82f108279ff3798dcbf1c2bd49f4be,"192",2000-10-19,2001-06-10,Sophienthaler Straße,"196",,"86845",Großaitingen,
1,I,0xf5e1453e763f4830e6011cb216a396c20c0d64fba5ebcdb307292da6ca0e8c74,"215",1985-05-12,1992-09-06,Illericher Straße,"174",,"55457",Horrweiler,
1,I,0xa3b172733bc6dd91c1ce526034b1368bf18dbc3776a701da9dfc1eeeb9e440a0,"18",1987-04-30,2004-01-25,Ossenbruch,"162b",,"75242",Neuhausen,
1,I,0x7982020cce29adda7ff429f17106780f3d35237191016f22b8ba7afc72e10890,"87",1977-08-24,2011-10-29,Köpenicker Straße,"139",,"4316",Mölkau,
1,I,0xe3d629f81ccd1fb3f9fdcfe1fd9c61246d48d27bb21ca72bfbed145397b97e5d,"100",2013-04-16,2015-04-28,Am Kaltberg,"16",,"74936",Siegelsbach,
1,I,0xbba422385b83783a756e086936651c1ba4be87050661e991d0346b26aa076831,"96",1998-10-23,,Tanzbergstraße,"85",,"94143",Grainet,
1,I,0xf2cd510b98e34bb0e87b641c6738f2d5caf1c5570d53868c43048168b5ec80c0,"68",1984-05-17,1986-04-27,Köln-Leipziger-Straße,"75",,"49751",Sögel,
1,I,0x52459da55bc81534a3ad60f26f2ae2c718d8988fc4819438a99138a46edd1347,"5",2019-10-04,,Försterweg,"31",,"54597",Feuerscheid,
2,I,0x5cc6f029e0ed7c94026f285332934558790b35550cc5c513bb07cb7469a3d606,"318",2004-05-06,,Rurstraße,"175",,"86934",Reichling,
2,I,0xac7a0878ca1b5d4e489b7858d5f5185a57b2625b45dbb15bcaf99ccd2aa6fbb5,"330",2000-05-22,2002-08-01,Löwenburgweg,"144",,"57647",Enspel,
2,I,0xaae9b76c517e7baa06f38cb46e26614cbd4b4c638f21be2d4ab355fc89c36e6d,"320",1976-02-04,,Im Dorf,"163",,"24340",Altenhof,
2,I,0xba69fc004bc8e758f3415aa9a23042d625d155a39bd8dd7abfad72c4fbd9d006,"315",1987-03-29,2017-10-22,Hermann-Kätelhön-Straße,"119",,"64407",Fränkisch-Crumbach,
2,I,0xf964aabe2943f2a2b146cf2b0cc95a95358d2409aefaeaff84fc21c5137160d4,"343",2008-04-27,,Pellmannssteg,"26",,"74249",Jagsthausen,
2,I,0x09a76e93387b7c1cb0df8e1cc33a13fb786683a210a5affa0c4017b6ddfe3e29,"312",2008-09-08,,Voßstraße,"122",,"18258",Schwaan,
2,I,0x42718efa98d404aa1905eb7393cfc53c498e63985a78d47cfede0a4c3de84c04,"301",2022-09-30,,Bäckergasse,"82",,"69151",Neckargemünd,
2,I,0x3ce388683dfc2d9692b80dc1facc528f3f0e48c11c5a42020dcc0ba37eb694a0,"322",2015-12-30,,Langenbacher Straße,"112",,"37081",Göttingen,
2,I,0x436f4971891df704b80a7fbb6670eb4f40429cbb5e1ce6a4ba93a0125a2efbbd,"320",1973-10-22,1976-02-03,Leienstraße,"71",,"6333",Welbsleben,
2,I,0x7bd6a1015ca78ff6e8dbb7feb0d0afbd3648c5075dfbf4b60052edc8f9d2931a,"346",2009-06-22,,Dillbrechter Straße,"46",,"66484",Battweiler,
2,I,0x65f16d7492e0526249ee54a1802f3e5f344e81b21e39e0e371d38509d6229478,"327",2008-04-13,,Kaarster Straße,"169",,"49356",Diepholz,
2,I,0xd792782328fbf5e6f26c21504cfecaa53701b6926a7e4f2fad409b2abdfcb066,"333",2020-12-04,,Kellereistraße,"96",,"25578",Neuenbrook,
2,I,0xbba422385b83783a756e086936651c1ba4be87050661e991d0346b26aa076831,"348",2022-02-25,,Tanzbergstraße,"85",,"94143",Grainet,
2,I,0x05b6ae4f370c3c7968657aff0b9222c17b9002452bb72d2044949f2860a2c6fe,"331",1991-06-23,1993-09-03,Kämpchen,"190",,"56457",Westerburg,
2,I,0xf71f33a617db4a1e186f5b798da2b604d66e8e76d716f9edfc36525961c06d96,"326",1992-03-21,1998-12-20,Tulpenstraße,"76",,"59069",Hamm,
2,I,0x93fab15c1eabfe45e5de10de3d3a9055bb207fb66a014632ed02627d7bf84429,"328",1998-06-02,,Schniewindstraße,"64",,"76287",Rheinstetten,
2,I,0xac6d59962f9a1f2b95ead1d3c5df010f90ba330639efce302c8089fa11157b9c,"349",2021-06-06,,Egenstraße,"140",,"65558",Burgschwalbach,
2,I,0xbfb5ad5f4e05555999667004f74d9ec14b1cf932b26fd4b4d093d53a5145354c,"341",1974-09-29,1994-04-23,Holbeinstraße,"54",,"86633",Neuburg an der Donau,
2,I,0xfb45c619d06b82b967738df02a4e95df48ee52263c4da44ed0d4214c58752c1d,"310",2014-11-19,2016-12-19,Edisonstraße,"149",,"55483",Heinzenbach,
2,I,0x08658857ab27cf8099454a097734ee20180189083ef005b718700a6edd22287e,"323",2000-06-18,,In der Aue,"65",,"56767",Kolverath,
2,I,0xd44ff37255f1d8de57d065d1b48332072442a660d8fd2af633fc10d81458e7c4,"337",2011-10-16,2014-01-08,Gänsberg,"47",,"54675",Wallendorf,
2,I,0x9ff1e13c689b1f3b2ff257388f6689a1561aa45aeee755f4dae019cada7a5f79,"338",1984-11-26,,Notscheider Straße,"63",,"15569",Woltersdorf,
2,I,0xb14d791582b855b8e19ff199062447f6c8248cd3ab568d374f4a626a55d25e2d,"345",1984-10-01,2007-04-12,Zur Hardt,"161",,"21376",Gödenstorf,
2,I,0x35662ee36538ea7a7421e58ffe6f1e326ae1589896a2f14d155f2c9d40beadea,"304",1992-09-22,,Waldheideweg,"93",,"76479",Steinmauern,
2,I,0x5f141b4594d6719388712e9a4cd9296247236d17d279c43ae98fd4b790b990c7,"306",1987-08-01,2010-10-11,Clara-Zetkin-Straße,"102",,"76477",Elchesheim-Illingen,
2,I,0xb2d312f09cd52a9604fc1dd1159da9e58d17a28288e5adb9e2193c0ced792a35,"322",2003-04-30,2015-12-29,Habichtshöhe,"9",,"95032",Hof an der Saale,
2,I,0x5a7e570301276e1990eac5e4fc324142fe624f2271c9b454d29de08c8efaabe3,"321",1995-06-25,1997-08-16,In den Birken,"142",,"39606",Düsedau,
2,I,0x47319b0587a007b261bfd7ff188c6464fea82d8001a230f81daebe516c561b0b,"308",1975-11-20,,Laerer Straße,"53",,"24988",Oeversee,
2,I,0x3765d9851c54124edf5efd4fe9a047c871c158230befd9a486373af719c0f21c,"321",1997-08-17,,Geiersknappen,"189",,"67304",Eisenberg,
2,I,0x09f0c2f5f69c5ba551fe44abbdc459b365c89b1a1c0cad4696f0c3b6e6269b5a,"317",1972-02-03,1993-01-23,Am Apostelberg,"34",,"23936",Bernstorf,
2,I,0xef5c361eca4121abee4e5b23b76c83765589634c4a86268c3dfdabc9d6ad4d59,"334",1993-10-24,1996-01-11,Naunheimer Straße,"61",,"21483",Gülzow,
2,I,0xbad6394e24a436464f0fea83d5454d338d4f7dc551c3d88b30cf988bf5dcc4a5,"301",2020-09-16,2022-09-29,Hohenrother Straße,"13",,"91126",Kammerstein,
2,I,0x883174972f431661aea516ec3a71525b21ca2564cd8a002756357ba9be5a6873,"350",2023-06-16,,Regentenstraße,"117",,"53859",Niederkassel,
2,I,0xea78bc1e8ec2b5558295dc4cc8e19645de08b3e1b3d82505db9f2f09caaa1a23,"324",2008-11-25,,Elzerhöfe,"27",,"64297",Darmstadt,
2,I,0x92077bb017f3d4c024ae8ad2830eaf0827eb685b667675dc68b566629fadb461,"333",2018-09-18,2020-12-03,Engerser Landstraße,"124",,"82497",Unterammergau,
2,I,0xa8aa6e7c21939754154cb9712c3758baf15e10592d8472abb621b1c36c98a1c5,"316",1976-02-24,,Claudiusstraße,"100",,"37412",Elbingerode,
2,I,0x36f201243aad3202d6d18d49d4897e86c806527323da0f5551edcdc47981c90a,"313",2003-11-08,2005-12-14,Pilgerbornstraße,"129",,"47638",Straelen,
2,I,0x86fa17b5c5eaaba837e211e0c8aea18b976b0fabe648efe673663a810f181cfe,"327",1997-03-03,2008-04-12,Am Kanal,"57",,"84552",Geratskirchen,
2,I,0x3c176e5e9e0f33c02144fab3225cb1c5608d9d801e144220e35e12b7e2a24eab,"323",1982-01-22,2000-06-17,An der Brache,"28",,"88267",Vogt,
2,I,0x2b965560a03ac5f857aa1fed3aa5cc03a5ffa3983f7e1d43447599ddcd81578e,"302",1985-06-05,,Wasserstraße,"51",,"39110",Magdeburg,
2,I,0x5e6af5dde583838b8a2114b8fce6584b331480560d975a8d553c682a9939b2c2,"339",1987-08-29,1997-03-25,Hübingerweg,"36",,"73433",Aalen,
2,I,0x8a1b39e05f2a2454f4e7477339b53e5176a967e816fd8c49d79f9625026cbdf3,"344",1988-11-16,1992-08-25,Niederseelbach,"83",,"67434",Neustadt an der Weinstraße,
2,I,0xd6f9dcb3e64903b2197f5bef0d761a76464c4a8f70c9115c0d1896fe8423c8f5,"348",2019-11-10,2022-02-24,Tribergstraße,"177",,"60435",Frankfurt am Main,
2,I,0xdb8e65d5c79806ec3df16b929249b3ef8495d6ba162a82fe6e0e982fb93e4695,"336",2011-03-04,,Erbdrostenweg,"194",,"27628",Sandstedt,
2,I,0x6adc09310df7de911a858deb315e2761621dff8e25898ab5c723530b7600290d,"342",2021-06-28,,Krayer Straße,"172",,"54673",Krautscheid,
2,I,0x1e8ff12153c50443242727649f7ce9f8f728a24047c75687c5d0ee343f1e18ec,"325",2007-04-07,2010-08-18,Winkeln,"1",,"42283",Wuppertal,
2,I,0x1940ea7580e8f0beb0808b6c5b6527c2fa9e1b0d9835d0b2ba26c811615dd873,"318",1970-10-21,2004-05-05,Bayernweg,"166",,"44141",Dortmund,
2,I,0x99d103745ae02f8ba1b8043a714ffb81326031775070c18cb3fd92f91af53b68,"328",1996-03-26,1998-06-01,Auf der Füll,"121",,"71577",Großerlach,
2,I,0x7426bec7d4a3c7d472fffdca8da64972f8e1db77147aaf02f5dc0b24756077d2,"340",1981-01-01,1983-04-02,Eichhornweg,"64",,"56291",Wiebelsheim,
2,I,0x7a56af7fe38a9217558291cef3b2589ac279f1d97b2662aac210820e3f86eb36,"314",1990-03-27,2014-07-07,Am Silberberg,"82",,"47638",Straelen,
2,I,0x58fdc342afd82022372e9fb171bdfb06002a1881b041c4a29eb8e0e4ed349147,"305",1985-07-05,2009-08-12,Zechenstraße,"143",,"22946",Grande,
2,I,0x1da011c84573f3bed5dbe238239e40204343a77d876604ae32e83a386cf66f37,"344",1992-08-26,,Köttenicher Straße,"179",,"25856",Hattstedt,
2,I,0x4377c232b9108ccdf8cfb5c72da4a9a581ddcde2587e787076697296da125cf9,"341",1994-04-24,,Wiehagener Straße,"101",,"63872",Heimbuchenthal,
2,I,0xce1bbd8469c19afb29a6dae7c147d3db83f2927211bdc5e690cefced3e6a7a35,"345",2007-04-13,,Lachenstraße,"197",,"54636",Hütterscheid,
2,I,0xddf1bf9f609c83afef27d10da88bdae81bc0a4bbcc82d7a6c00e4b87727a7a6b,"347",1994-11-17,1997-03-01,Brunsbütteler Damm,"54",,"25927",Aventoft,
2,I,0x3a025e4b0fe8ca79b643ff35e8315e83f2af2e09da26c77e7b6443089dfed57d,"347",1997-03-02,,Neuland,"193",,"56858",Neef,
2,I,0xff397e2dcda6ddf9a12478bb0f7d3e402643218aa51633f168f175df10c8a710,"309",2019-08-16,2021-09-13,Im Heidchen,"2",,"56653",Wassenach,
2,I,0x06ad658845cb684e901ace8aaffe54fb43257886d721a373d4ad1030a6cc7cc2,"329",1979-07-13,2018-03-27,Mühlweg,"133",,"29581",Gerdau,
2,I,0x2ab4dbef5cded0927e1a428fa80faef9283b43fb91d4490b874f038fb6744300,"339",1997-03-26,,Julius-Leber-Straße,"110",,"92447",Holzhof,
2,I,0x48757c1c2b0744c53ccf475035a096210a01a44f1a92c25b62422a085479e652,"350",2021-02-24,2023-06-15,Karolingerstraße,"167",,"54570",Rockeskyll,
2,I,0x3ff5824cb0f9eb250ac7877f946e2b51824e5bce15c2fd5260148cda205507ef,"302",1970-12-04,1985-06-04,Zur Hohley,"33",,"39638",Wiepke,
2,I,0x9d4ce98c1bf628588a3a66706f889247aa4d65e594095cc633f590f4a3ee8686,"316",1974-01-11,1976-02-23,Am Mühlgraben,"147",,"36320",Kirtorf,
2,I,0x1aa0187e0016a19f2e0dbf89fb45b3914c8e6acfdaf7e577d30b626739933767,"342",2019-03-25,2021-06-27,Am Friedheimer See,"153",,"56414",Weroth,
2,I,0x4ed57a9e2a1eaf746d946002fdd33ed184a1f8d9d58a01f0bbf416ac0de719f4,"343",1994-02-20,2008-04-26,Goldbach,"190",,"71522",Backnang,
2,I,0x39f89dae2f99764476dc665aab309070336c642ba19fcaa74cc4bbd02ad73479,"310",2016-12-20,,Schwanenkamp,"197",,"45130",Essen,
2,I,0x2cc59c3573db2f5380f8b4ec0716a7584f82b419eef088a9b78a2a1279cb78d6,"332",2019-04-10,,Scheibenstraße,"130",,"86928",Hofstetten,
2,I,0xaf9b102b02ecb3131d8a38eb65aa69436e6cf28c37c2d8f10eee1ccb5d67392b,"324",1983-10-12,2008-11-24,In den Heilgärten,"59",,"27386",Bothel,
2,I,0x1f4635116b11ab2d4f33fb928fab1404d6e0786fafbb11c0f9c64ed8a0e7b4d9,"334",1996-01-12,,Rothenberger Straße,"190",,"55413",Niederheimbach,
2,I,0xb551e3edaadc1e715c50c965087281e8338783d58f2534849e073a6d350a33ff,"307",1976-10-08,1985-12-12,Bürgerweg,"149 c",,"37194",Wahlsburg,
2,I,0x1769cbc3053d11f72d307f8c313ca67373cdb5f2dd3ed767763c2a6209330d75,"325",2010-08-19,,Mondring,"134",,"78600",Kolbingen,
2,I,0x53cf68c81c13be563716a7297a62559bc22a3d1ed1f21adee2f9a73815ac99ab,"309",2021-09-14,,Hallerstraße,"103",,"86660",Tapfheim,
2,I,0x53a3ec687e4f038f88c4e3bd4b36866d0e51b0b0247be7d124d623b1326c1920,"305",2009-08-13,,Akazienstraße,"133",,"45661",Recklinghausen,
2,I,0x528357fea3ccc30619d7a5e99de8d4d81fb1276216773e0055e21eb4d50ac7ad,"329",2018-03-28,,Weltersbachstraße,"8",,"25569",Kremperheide,
2,I,0x48b498ffeb69464e1fe0784ab31bb94d73e610fd39459ec4c18f5b53ee9cf3bb,"304",1990-09-03,1992-09-21,Auf dem Köllenhof,"190",,"93109",Wiesent,
2,I,0x7d6ede575f4995f42efe571eaaac90f681b70c8fa19869df7486769961377428,"29",2020-01-22,,Hermann-Kätelhön-Straße,"119",,"64407",Fränkisch-Crumbach,
2,I,0x229ac1cec92c442ad055be24b46a97b50b48ed17e243939a530419f964547709,"330",2002-08-02,,Klosterweg,"22",,"59557",Lippstadt,
2,I,0x7a65bbe6e9a089f98beae2d1897cf70e076417fe38b89bd64af5dc7a75b81d58,"311",2014-04-24,,Auf dem Hasenberg,"192",,"84577",Tüßling,
2,I,0x9c1fc1d6c5cef17275750a457700a5e92ef2b3c59b63c01a18eb0f9311ef1ccf,"306",2010-10-12,,Schwabenstraße,"14",,"25832",Tönning,
2,I,0x3977f15d33c52f0969ebf5a72aee4a9b54b6335018b1dd46b014aa3cbd5abaa5,"313",2005-12-15,,Fockenbachstraße,"195",,"67827",Becherbach,
2,I,0x68cbb171cc50c05fadc72f2ed593d879e5e4bdbebd09a7fe7ecb09d4c88d92ef,"308",1973-10-23,1975-11-19,Kastellauner Straße,"124 c",,"16225",Eberswalde,
2,I,0x659dad192fb94870521649134235596af8a5c91e2dc3e29e111dbe94b6de9195,"338",1982-08-31,1984-11-25,Vorm Arheckengarten,"60",,"79427",Eschbach,
2,I,0x76b7eb785d03d866754efc6d857e7bfc766155d4359618f523281f800b5204e1,"326",1998-12-21,,Plaidterwegsrest,"53",,"67229",Gerolsheim,
2,I,0x101ca839413ccec4729049b838f9617368770b9bea336df419c8199dfef01f1d,"332",2016-11-29,2019-04-09,Lortzingstraße,"22",,"76456",Kuppenheim,
2,I,0x1b4f7e633fc811a7be7d1971a1c8b335ff55140dd96f551fbfb8ccd5f1826e37,"315",2017-10-23,,Veilchenweg,"121",,"38473",Tiddische,
2,I,0x1a224241ef89d17f599b3a5fd3df6c7ea7e7f30ff5c69a721c0ca6e5d559f51a,"331",1993-09-04,,Hirzenhubstraße,"108",,"59192",Bergkamen,
2,I,0x8c7fd849f4a80403f43690c1a3ed267f6e0b3677b7f208142fcacf2baa40dd23,"311",1988-03-09,2014-04-23,Orchideenstraße,"32",,"75331",Engelsbrand,
2,I,0x7e73fca340aa27b1369ac5223daed5e22cf3e9e384e18d7c727279b84c634d6f,"300",1979-10-24,,Eicher Straße,"74",,"45356",Essen,
2,I,0x7bf125dc73000b13df23d3886fecbbe4924b0d030720adde1b17ecb70ff30562,"346",1985-06-03,2009-06-21,Kaarster Straße,"114",,"95691",Hohenberg an der Eger,
